plant_species;match_type;multiple_matches;match_similarity;match_edit_distance;wcvp_id;wcvp_name;wcvp_authors;wcvp_rank;wcvp_status;wcvp_homotypic;wcvp_ipni_id;wcvp_accepted_id
Isatis praecox;Exact (without author);FALSE;1;0;2867018;Isatis praecox;Kit. ex Tratt.;Species;Accepted;NA;285846-1;2867018
Kernera saxatilis;Exact (without author);FALSE;1;0;2333435;Kernera saxatilis;(L.) Sweet;Species;Accepted;NA;941444-1;2333435
Lunaria annua;Exact (without author);FALSE;1;0;2344318;Lunaria annua;L.;Species;Accepted;NA;286647-1;2344318
Lunaria rediviva;Exact (without author);FALSE;1;0;2344210;Lunaria rediviva;L.;Species;Accepted;NA;286670-1;2344210
Malcolmia africana;Exact (without author);FALSE;1;0;2357893;Malcolmia africana;(L.) W.T.Aiton;Species;Synonym;TRUE;NA;2475226
Malcolmia maritima;Exact (without author);FALSE;1;0;2357888;Malcolmia maritima;(L.) W.T.Aiton;Species;Accepted;NA;286774-1;2357888
Malcolmia orsiniana subsp. angulifolia;Exact (without author);FALSE;1;0;2357862;Malcolmia orsiniana subsp. angulifolia;(Boiss. & Orph.) Stork;Subspecies;Accepted;NA;879268-1;2357862
Matthiola fruticulosa;Exact (without author);FALSE;1;0;2359169;Matthiola fruticulosa;(L.) Maire;Species;Accepted;NA;286898-1;2359169
Matthiola incana;Exact (without author);FALSE;1;0;2359115;Matthiola incana;(L.) W.T.Aiton;Species;Accepted;NA;286910-1;2359115
Murbeckiella pinnatifida;Exact (without author);FALSE;1;0;2360434;Murbeckiella pinnatifida;(Lam.) Rothm.;Species;Accepted;NA;287186-1;2360434
Myagrum perfoliatum;Exact (without author);FALSE;1;0;2358951;Myagrum perfoliatum;L.;Species;Accepted;NA;287244-1;2358951
Nasturtium officinale;Exact (without author);FALSE;1;0;2381026;Nasturtium officinale;W.T.Aiton;Species;Accepted;NA;287534-1;2381026
Neslia paniculata;Exact (without author);FALSE;1;0;2381087;Neslia paniculata;(L.) Desv.;Species;Accepted;NA;287664-1;2381087
Noccaea caerulescens;Exact (without author);FALSE;1;0;2381293;Noccaea caerulescens;(J.Presl & C.Presl) F.K.Mey.;Species;Accepted;NA;287737-1;2381293
Noccaea perfoliata;Exact (without author);FALSE;1;0;3002727;Noccaea perfoliata;(L.) Al-Shehbaz;Species;Accepted;NA;77148288-1;3002727
Petrocallis pyrenaica;Exact (without author);FALSE;1;0;2411700;Petrocallis pyrenaica;(L.) W.T.Aiton;Species;Accepted;NA;1198948-2;2411700
Polanisia dodecandra;Exact (without author);FALSE;1;0;2409562;Polanisia dodecandra;(L.) DC.;Species;Synonym;TRUE;30086051-2;2727272
Pritzelago alpina subsp. auerswaldii;Exact (without author);FALSE;1;0;2412315;Pritzelago alpina subsp. auerswaldii;(Willk.) Greuter & Burdet;Subspecies;Synonym;TRUE;924432-1;2853404
Pseudoturritis turrita;Exact (without author);FALSE;1;0;2412466;Pseudoturritis turrita;(L.) Al-Shehbaz;Species;Accepted;NA;77069422-1;2412466
Raphanus sativus subsp. niger;Exact (without author);FALSE;1;0;3012977;Raphanus sativus subsp. niger;(Mill.) Lej. & Courtois;Subspecies;Synonym;NA;NA;2870724
Rapistrum rugosum;Exact (without author);FALSE;1;0;2422602;Rapistrum rugosum;(L.) All.;Species;Accepted;NA;1061021-2;2422602
Schivereckia podolica;Exact (without author);FALSE;1;0;2475747;Schivereckia podolica;(Besser) Andrz. ex DC.;Species;Synonym;NA;288848-1;2776762
Schizopetalon walkeri;Exact (without author);FALSE;1;0;2475731;Schizopetalon walkeri;Sims;Species;Accepted;NA;30235735-2;2475731
Sinapis alba;Exact (without author);FALSE;1;0;2476404;Sinapis alba;L.;Species;Accepted;NA;288952-1;2476404
Sinapis arvensis subsp. allionii;Exact (without author);FALSE;1;0;2476390;Sinapis arvensis subsp. allionii;(Jacq.) Baillarg.;Subspecies;Synonym;TRUE;924552-1;3306507
Sisymbrium austriacum;Exact (without author);FALSE;1;0;2476144;Sisymbrium austriacum;Jacq.;Species;Accepted;NA;289186-1;2476144
Sisymbrium crassifolium;Exact (without author);FALSE;1;0;2476586;Sisymbrium crassifolium;Cav.;Species;Accepted;NA;289282-1;2476586
Sisymbrium luteum;Exact (without author);FALSE;1;0;2474962;Sisymbrium luteum;(Maxim.) O.E.Schulz;Species;Accepted;NA;289507-1;2474962
Sisymbrium strictissimum;Exact (without author);FALSE;1;0;2474737;Sisymbrium strictissimum;L.;Species;Accepted;NA;324701-2;2474737
Sisymbrium volgense;Exact (without author);FALSE;1;0;2474685;Sisymbrium volgense;M.Bieb. ex E.Fourn.;Species;Accepted;NA;289854-1;2474685
Teesdalia nudicaulis;Exact (without author);FALSE;1;0;2437875;Teesdalia nudicaulis;(L.) W.T.Aiton;Species;Accepted;NA;290314-1;2437875
Teesdaliopsis conferta;Exact (without author);FALSE;1;0;2437913;Teesdaliopsis conferta;(Lag.) Rothm.;Species;Synonym;TRUE;290318-1;2437869
Thlaspi arvense;Exact (without author);FALSE;1;0;2437621;Thlaspi arvense;L.;Species;Accepted;NA;290477-1;2437621
Convolvulus pentapetaloides;Exact (without author);FALSE;1;0;484690;Convolvulus pentapetaloides;L.;Species;Accepted;NA;266734-1;484690
Convolvulus siculus;Exact (without author);FALSE;1;0;484961;Convolvulus siculus;L.;Species;Accepted;NA;266984-1;484961
Convolvulus tricolor;Exact (without author);FALSE;1;0;484499;Convolvulus tricolor;L.;Species;Accepted;NA;267127-1;484499
Krascheninnikovia ceratoides;Exact (without author);FALSE;1;0;2333824;Krascheninnikovia ceratoides;(L.) Gueldenst.;Species;Accepted;NA;166043-1;2333824
Ipomoea indica;Exact (without author);FALSE;1;0;481433;Ipomoea indica;(Burm.) Merr.;Species;Accepted;NA;269086-1;481433
Lepidium campestre;Exact (without author);FALSE;1;0;2337827;Lepidium campestre;(L.) W.T.Aiton;Species;Accepted;NA;286087-1;2337827
Lepidium cartilagineum;Exact (without author);FALSE;1;0;2337806;Lepidium cartilagineum;(J.Mayer) Thell.;Species;Accepted;NA;286098-1;2337806
Lepidium coronopus;Exact (without author);FALSE;1;0;2356176;Lepidium coronopus;(L.) Al-Shehbaz;Species;Accepted;NA;60433916-2;2356176
Lepidium didymum;Exact (without author);FALSE;1;0;2337750;Lepidium didymum;L.;Species;Accepted;NA;286148-1;2337750
Lepidium heterophyllum;Exact (without author);TRUE;1;0;2337794;Lepidium heterophyllum;Benth.;Species;Accepted;NA;286210-1;2337794
Lepidium heterophyllum;Exact (without author);TRUE;1;0;2337795;Lepidium heterophyllum;(S.Watson) M.E.Jones;Species;Illegitimate;NA;138028-2;2337887
Lepidium heterophyllum;Exact (without author);TRUE;1;0;2337793;Lepidium heterophyllum;Boiss.;Species;Illegitimate;NA;286209-1;2871333
Lepidium latifolium;Exact (without author);FALSE;1;0;2338049;Lepidium latifolium;L.;Species;Accepted;NA;286262-1;2338049
Lepidium sativum;Exact (without author);TRUE;1;0;2338547;Lepidium sativum;L.;Species;Accepted;NA;138141-2;2338547
Lepidium sativum;Exact (without author);TRUE;1;0;2338548;Lepidium sativum;Cambess.;Species;Misapplied;NA;286394-1;2338591
Lepidium virginicum;Exact (without author);FALSE;1;0;2341702;Lepidium virginicum;L.;Species;Accepted;NA;138164-2;2341702
Spergula;Exact (without author);FALSE;1;0;2487459;Spergula;Dill. ex L.;Genus;Accepted;NA;30037970-2;2487459
Spergularia marina;Exact (without author);FALSE;1;0;2487483;Spergularia marina;(L.) Besser;Species;Accepted;NA;241336-2;2487483
Spergularia media;Exact (without author);FALSE;1;0;2487471;Spergularia media;(L.) C.Presl;Species;Accepted;NA;1019502-1;2487471
Spergularia rubra;Exact (without author);FALSE;1;0;2482087;Spergularia rubra;(L.) J.Presl & C.Presl;Species;Accepted;NA;158983-1;2482087
Rorippa amphibia;Exact (without author);FALSE;1;0;2417224;Rorippa amphibia;(L.) Besser;Species;Accepted;NA;288622-1;2417224
Rorippa palustris;Exact (without author);FALSE;1;0;2417173;Rorippa palustris;(L.) Besser;Species;Accepted;NA;288669-1;2417173
Lampranthus multiradiatus;Exact (without author);FALSE;1;0;2342541;Lampranthus multiradiatus;(Jacq.) N.E.Br.;Species;Accepted;NA;362274-1;2342541
Dryopteris;Exact (without author);FALSE;1;0;3189698;Dryopteris;Adans.;Genus;Accepted;NA;326002-2;3189698
Galeopsis tetrahit;Exact (without author);FALSE;1;0;85443;Galeopsis tetrahit;L.;Species;Accepted;NA;447136-1;85443
Silene dioica;Exact (without author);FALSE;1;0;2488209;Silene dioica;(L.) Clairv.;Species;Accepted;NA;157239-1;2488209
Corylus maxima;Exact (without author);FALSE;1;0;47915;Corylus maxima;Mill.;Species;Accepted;NA;295467-1;47915
Citrus aurantium;Exact (without author);FALSE;1;0;2723957;Citrus × aurantium;L.;Species;Accepted;NA;59600-2;2723957
Citrus limon;Exact (without author);FALSE;1;0;2724178;Citrus × limon;(L.) Osbeck;Species;Accepted;NA;60454758-2;2724178
Fatsia;Exact (without author);FALSE;1;0;84265;Fatsia;Decne. & Planch.;Genus;Accepted;NA;3013-1;84265
Parthenocissus quinquefolia;Exact (without author);FALSE;1;0;2548124;Parthenocissus quinquefolia;(L.) Planch.;Species;Accepted;NA;184091-2;2548124
Parthenocissus tricuspidata;Exact (without author);FALSE;1;0;2548140;Parthenocissus tricuspidata;(Siebold & Zucc.) Planch.;Species;Accepted;NA;50912710-1;2548140
Acer velutinum;Exact (without author);TRUE;1;0;2616618;Acer velutinum;Boiss.;Species;Accepted;NA;781558-1;2616618
Acer velutinum;Exact (without author);TRUE;1;0;2616619;Acer velutinum;Pax;Species;Illegitimate;NA;781559-1;2615708
Acer cappadocicum;Exact (without author);FALSE;1;0;2615475;Acer cappadocicum;Gled.;Species;Accepted;NA;56622-1;2615475
Photinia;Exact (without author);FALSE;1;0;2952499;Photinia;Lindl.;Genus;Accepted;NA;30014031-2;2952499
Pittosporum tobira;Exact (without author);FALSE;1;0;2571780;Pittosporum tobira;(Thunb.) W.T.Aiton;Species;Accepted;NA;684716-1;2571780
Pyracantha;Exact (without author);FALSE;1;0;2962673;Pyracantha;M.Roem.;Genus;Accepted;NA;30154448-2;2962673
Ulmus pumila;Exact (without author);TRUE;1;0;2448824;Ulmus pumila;L.;Species;Accepted;NA;303333-2;2448824
Ulmus pumila;Exact (without author);TRUE;1;0;2448830;Ulmus pumila;Walter;Species;Illegitimate;NA;856919-1;2450008
Bougainvillea;Exact (without author);FALSE;1;0;2680745;Bougainvillea;Comm. ex Juss.;Genus;Accepted;NA;331418-2;2680745
Gardenia jasminoides;Exact (without author);FALSE;1;0;88270;Gardenia jasminoides;J.Ellis;Species;Accepted;NA;751073-1;88270
Camellia;Exact (without author);TRUE;1;0;2694433;Camellia;L.;Genus;Accepted;NA;39017-1;2694433
Camellia;Exact (without author);TRUE;1;0;3004607;Camellia;S.Ye Liang & D.J.Dong;Genus;Invalid;NA;77159453-1;3262517
Pieris japonica;Exact (without author);FALSE;1;0;2410234;Pieris japonica;(Thunb.) D.Don ex G.Don;Species;Accepted;NA;331662-1;2410234
Acalypha wilkesiana;Exact (without author);FALSE;1;0;1384;Acalypha wilkesiana;Müll.Arg.;Species;Accepted;NA;337939-1;1384
Acokanthera oblongifolia;Exact (without author);FALSE;1;0;2164;Acokanthera oblongifolia;(Hochst.) Benth. & Hook.f. ex B.D.Jacks.;Species;Accepted;NA;77164695-1;2164
Aloe arborescens;Exact (without author);FALSE;1;0;297073;Aloe arborescens;Mill.;Species;Accepted;NA;529214-1;297073
Archontophoenix alexandrae;Exact (without author);FALSE;1;0;14409;Archontophoenix alexandrae;(F.Muell.) H.Wendl. & Drude;Species;Accepted;NA;664083-1;14409
Bauhinia variegata;Exact (without author);FALSE;1;0;2672176;Bauhinia variegata;L.;Species;Accepted;NA;481756-1;2672176
Bougainvillea spectabilis;Exact (without author);FALSE;1;0;2680780;Bougainvillea spectabilis;Willd.;Species;Accepted;NA;604358-1;2680780
Brachychiton discolor;Exact (without author);FALSE;1;0;2681196;Brachychiton discolor;F.Muell.;Species;Accepted;NA;822259-1;2681196
Carica papaya;Exact (without author);FALSE;1;0;2700919;Carica papaya;L.;Species;Accepted;NA;30011248-2;2700919
Carya illinoinensis;Exact (without author);FALSE;1;0;2701784;Carya illinoinensis;(Wangenh.) K.Koch;Species;Accepted;NA;442167-1;2701784
Coccoloba uvifera;Exact (without author);FALSE;1;0;2729556;Coccoloba uvifera;(L.) L.;Species;Accepted;NA;693918-1;2729556
Cocos nucifera;Exact (without author);FALSE;1;0;44645;Cocos nucifera;L.;Species;Accepted;NA;666160-1;44645
Cordia myxa;Exact (without author);FALSE;1;0;2737033;Cordia myxa;L.;Species;Accepted;NA;114380-1;2737033
Dracaena draco;Exact (without author);FALSE;1;0;304633;Dracaena draco;(L.) L.;Species;Accepted;NA;534171-1;304633
Dypsis lutescens;Exact (without author);FALSE;1;0;65478;Dypsis lutescens;(H.Wendl.) Beentje & J.Dransf.;Species;Synonym;TRUE;985360-1;39866
Eugenia uniflora;Exact (without author);TRUE;1;0;77153;Eugenia uniflora;L.;Species;Accepted;NA;596263-1;77153
Eugenia uniflora;Exact (without author);TRUE;1;0;77152;Eugenia uniflora;O.Berg;Species;Illegitimate;TRUE;596264-1;217071
Ficus benjamina;Exact (without author);FALSE;1;0;2809661;Ficus benjamina;L.;Species;Accepted;NA;852486-1;2809661
Ficus elastica;Exact (without author);FALSE;1;0;2810307;Ficus elastica;Roxb. ex Hornem.;Species;Accepted;NA;60458499-2;2810307
Ficus lyrata;Exact (without author);FALSE;1;0;2811182;Ficus lyrata;Warb.;Species;Accepted;NA;853158-1;2811182
Ficus retusa;Exact (without author);FALSE;1;0;2812043;Ficus retusa;L.;Species;Accepted;NA;853577-1;2812043
Ficus rubiginosa;Exact (without author);FALSE;1;0;2812107;Ficus rubiginosa;Desf. ex Vent.;Species;Accepted;NA;60466944-2;2812107
Hibiscus rosa-sinensis;Exact (without author);FALSE;1;0;2850448;Hibiscus × rosa-sinensis;L.;Species;Accepted;NA;560756-1;2850448
Howea forsteriana;Exact (without author);FALSE;1;0;100448;Howea forsteriana;(F.Muell.) Becc.;Species;Accepted;NA;667434-1;100448
Mackaya bella;Exact (without author);FALSE;1;0;2362760;Mackaya bella;Harv.;Species;Accepted;NA;52245-1;2362760
Mangifera indica;Exact (without author);FALSE;1;0;2362842;Mangifera indica;L.;Species;Accepted;NA;69913-1;2362842
Morella faya;Exact (without author);FALSE;1;0;2501787;Morella faya;(Aiton) Wilbur;Species;Synonym;TRUE;1144700-2;2500713
Musa acuminata;Exact (without author);FALSE;1;0;254739;Musa acuminata;Colla;Species;Accepted;NA;797527-1;254739
Myoporum laetum;Exact (without author);FALSE;1;0;2501671;Myoporum laetum;G.Forst.;Species;Accepted;NA;585291-1;2501671
Ocotea foetens;Exact (without author);FALSE;1;0;2385993;Ocotea foetens;(Aiton) Baill.;Species;Accepted;NA;467308-1;2385993
Passiflora edulis;Exact (without author);FALSE;1;0;2559735;Passiflora edulis;Sims;Species;Accepted;NA;321964-2;2559735
Phoenix canariensis;Exact (without author);TRUE;1;0;152655;Phoenix canariensis;H.Wildpret;Species;Accepted;NA;668909-1;152655
Phoenix canariensis;Exact (without author);TRUE;1;0;477034;Phoenix canariensis;Nabonnand;Species;Invalid;NA;77245020-1;152655
Phoenix roebelenii;Exact (without author);FALSE;1;0;152704;Phoenix roebelenii;O'Brien;Species;Accepted;NA;668945-1;152704
Plumeria alba;Exact (without author);FALSE;1;0;161520;Plumeria alba;L.;Species;Accepted;NA;81171-1;161520
Roldana petasitis;Exact (without author);FALSE;1;0;3078570;Roldana petasitis;(Sims) H.Rob. & Brettell;Species;Accepted;NA;221711-2;3078570
Roystonea regia;Exact (without author);FALSE;1;0;180149;Roystonea regia;(Kunth) O.F.Cook;Species;Accepted;NA;222809-2;180149
Schefflera;Exact (without author);FALSE;1;0;186970;Schefflera;J.R.Forst. & G.Forst.;Genus;Accepted;NA;3093-1;186970
Schinus terebinthifolia;Exact (without author);FALSE;1;0;2480191;Schinus terebinthifolia;Raddi;Species;Accepted;NA;71069-1;2480191
Solandra maxima;Exact (without author);FALSE;1;0;2579596;Solandra maxima;(Moc. & Sessé ex Dunal) P.S.Green;Species;Accepted;NA;818078-1;2579596
Solanum argentinum;Exact (without author);FALSE;1;0;3031507;Solanum argentinum;Bitter & Lillo;Species;Accepted;NA;238349-2;3031507
Spathodea campanulata;Exact (without author);FALSE;1;0;318309;Spathodea campanulata;P.Beauv.;Species;Accepted;NA;110661-1;318309
Strelitzia alba;Exact (without author);FALSE;1;0;267239;Strelitzia alba;(L.f.) Skeels;Species;Accepted;NA;585015-1;267239
Strelitzia nicolai;Exact (without author);FALSE;1;0;267253;Strelitzia nicolai;Regel & Körn.;Species;Accepted;NA;798185-1;267253
Strelitzia reginae;Exact (without author);FALSE;1;0;267262;Strelitzia reginae;Banks;Species;Accepted;NA;798194-1;267262
Terminalia catappa;Exact (without author);FALSE;1;0;2431102;Terminalia catappa;L.;Species;Accepted;NA;171034-1;2431102
Washingtonia filifera;Exact (without author);FALSE;1;0;214250;Washingtonia filifera;(T.Moore & Mast.) H.Wendl. ex de Bary;Species;Accepted;NA;267788-2;214250
Washingtonia robusta;Exact (without author);FALSE;1;0;214261;Washingtonia robusta;H.Wendl.;Species;Synonym;TRUE;670278-1;214252
Yucca aloifolia;Exact (without author);FALSE;1;0;291591;Yucca aloifolia;L.;Species;Accepted;NA;325009-2;291591
Alpinia zerumbet;Exact (without author);FALSE;1;0;219119;Alpinia zerumbet;(Pers.) B.L.Burtt & R.M.Sm.;Species;Accepted;NA;872083-1;219119
Arenga pinnata;Exact (without author);FALSE;1;0;14681;Arenga pinnata;(Wurmb) Merr.;Species;Accepted;NA;664261-1;14681
Artocarpus altilis;Exact (without author);FALSE;1;0;2653919;Artocarpus altilis;(Parkinson) Fosberg;Species;Accepted;NA;582598-1;2653919
Bambusa;Exact (without author);TRUE;1;0;451107;Bambusa;Mutis ex Caldas;Genus;Misapplied;NA;17577-1;451593
Bambusa;Exact (without author);TRUE;1;0;451106;Bambusa;Schreb.;Genus;Accepted;NA;331143-2;451106
Brahea armata;Exact (without author);FALSE;1;0;24005;Brahea armata;S.Watson;Species;Accepted;NA;664889-1;24005
Brahea brandegeei;Exact (without author);FALSE;1;0;24008;Brahea brandegeei;(Purpus) H.E.Moore;Species;Accepted;NA;36061-2;24008
Caryota urens;Exact (without author);FALSE;1;0;34805;Caryota urens;L.;Species;Accepted;NA;665636-1;34805
Chamaedorea costaricana;Exact (without author);FALSE;1;0;37512;Chamaedorea costaricana;Oerst.;Species;Accepted;NA;54858-2;37512
Chamaerops humilis;Exact (without author);FALSE;1;0;37792;Chamaerops humilis;L.;Species;Accepted;NA;665917-1;37792
Cordyline australis;Exact (without author);FALSE;1;0;303137;Cordyline australis;(G.Forst.) Endl.;Species;Accepted;NA;533544-1;303137
Cordyline fruticosa;Exact (without author);TRUE;1;0;303171;Cordyline fruticosa;(L.) A.Chev.;Species;Accepted;NA;533580-1;303171
Cordyline fruticosa;Exact (without author);TRUE;1;0;303170;Cordyline fruticosa;Göpp.;Species;Invalid;NA;533579-1;304564
Costus megalobractea;Exact (without author);FALSE;1;0;234699;Costus megalobractea;K.Schum.;Species;Synonym;NA;796335-1;234553
Dictyosperma album;Exact (without author);FALSE;1;0;61491;Dictyosperma album;(Bory) Scheff.;Species;Accepted;NA;666678-1;61491
Doryanthes palmeri;Exact (without author);FALSE;1;0;304543;Doryanthes palmeri;W.Bull;Species;Accepted;NA;64291-1;304543
Ficus macrophylla;Exact (without author);TRUE;1;0;2811199;Ficus macrophylla;Pers.;Species;Accepted;NA;60458501-2;2811199
Ficus macrophylla;Exact (without author);TRUE;1;0;2811200;Ficus macrophylla;Roxb. & Buch.-Ham. ex Sm.;Species;Illegitimate;NA;927563-1;2809581
Ficus religiosa;Exact (without author);TRUE;1;0;2812028;Ficus religiosa;Forssk.;Species;Illegitimate;NA;853564-1;2811805
Ficus religiosa;Exact (without author);TRUE;1;0;2812027;Ficus religiosa;L.;Species;Accepted;NA;853563-1;2812027
Heliconia bihai;Exact (without author);TRUE;1;0;248319;Heliconia bihai;(L.) L.;Species;Accepted;NA;796925-1;248319
Heliconia bihai;Exact (without author);TRUE;1;0;248318;Heliconia bihai;J.F.Mill.;Species;Illegitimate;NA;796923-1;371779
Heliconia bourgaeana;Exact (without author);FALSE;1;0;248322;Heliconia bourgaeana;Petersen;Species;Accepted;NA;119314-2;248322
Hyophorbe verschaffeltii;Exact (without author);FALSE;1;0;101294;Hyophorbe verschaffeltii;(W.Bull ex J.Dix) H.Wendl.;Species;Accepted;NA;667456-1;101294
Livistona chinensis;Exact (without author);FALSE;1;0;114913;Livistona chinensis;(Jacq.) R.Br. ex Mart.;Species;Accepted;NA;668021-1;114913
Malvaviscus penduliflorus;Exact (without author);FALSE;1;0;2505858;Malvaviscus penduliflorus;Moc. & Sessé ex DC.;Species;Accepted;NA;150478-2;2505858
Monstera deliciosa;Exact (without author);FALSE;1;0;129588;Monstera deliciosa;Liebm.;Species;Accepted;NA;87478-1;129588
Musa textilis;Exact (without author);FALSE;1;0;255018;Musa textilis;Née;Species;Accepted;NA;797617-1;255018
Philodendron bipinnatifidum;Exact (without author);FALSE;1;0;151444;Philodendron bipinnatifidum;Schott ex Endl.;Species;Accepted;NA;77306988-1;151444
Phoenix dactylifera;Exact (without author);FALSE;1;0;152659;Phoenix dactylifera;L.;Species;Accepted;NA;668912-1;152659
Plumeria rubra;Exact (without author);FALSE;1;0;161631;Plumeria rubra;L.;Species;Accepted;NA;81275-1;161631
Polyscias guilfoylei;Exact (without author);FALSE;1;0;162505;Polyscias guilfoylei;(W.Bull) L.H.Bailey;Species;Accepted;NA;91773-1;162505
Ravenala madagascariensis;Exact (without author);FALSE;1;0;260806;Ravenala madagascariensis;Sonn.;Species;Accepted;NA;60466138-2;260806
Rhapis humilis;Exact (without author);FALSE;1;0;177964;Rhapis humilis;Blume;Species;Accepted;NA;669582-1;177964
Rhopalostylis baueri;Exact (without author);FALSE;1;0;178299;Rhopalostylis baueri;(Hook.f.) H.Wendl. & Drude;Species;Accepted;NA;60468338-2;178299
Rhopalostylis sapida;Exact (without author);FALSE;1;0;178303;Rhopalostylis sapida;H.Wendl. & Drude;Species;Accepted;NA;669611-1;178303
Roystonea borinquena;Exact (without author);FALSE;1;0;180134;Roystonea borinquena;O.F.Cook;Species;Accepted;NA;669654-1;180134
Senecio grandifolius;Exact (without author);FALSE;1;0;3078641;Senecio grandifolius;Less.;Species;Synonym;TRUE;233176-2;3078644
Stenocarpus sinuatus;Exact (without author);FALSE;1;0;2600855;Stenocarpus sinuatus;(Lindl.) Endl.;Species;Accepted;NA;706792-1;2600855
Syagrus romanzoffiana;Exact (without author);FALSE;1;0;198839;Syagrus romanzoffiana;(Cham.) Glassman;Species;Accepted;NA;246966-2;198839
Thrinax radiata;Exact (without author);FALSE;1;0;203987;Thrinax radiata;Lodd. ex Schult. & Schult.f.;Species;Accepted;NA;670162-1;203987
Trachycarpus fortunei;Exact (without author);FALSE;1;0;207159;Trachycarpus fortunei;(Hook.) H.Wendl.;Species;Accepted;NA;670182-1;207159
Trachycarpus martianus;Exact (without author);FALSE;1;0;207163;Trachycarpus martianus;(Wall. ex Mart.) H.Wendl.;Species;Accepted;NA;670185-1;207163
Veitchia joannis;Exact (without author);FALSE;1;0;212033;Veitchia joannis;H.Wendl.;Species;Accepted;NA;670211-1;212033
Wigandia urens;Exact (without author);TRUE;1;0;2466279;Wigandia urens;(Ruiz & Pav.) Kunth;Species;Accepted;NA;114242-3;2466279
Wigandia urens;Exact (without author);TRUE;1;0;2466515;Wigandia urens;(L.) Urb.;Species;Illegitimate;NA;268526-2;2466279
Zingiber zerumbet;Exact (without author);FALSE;1;0;273442;Zingiber zerumbet;(L.) Roscoe ex Sm.;Species;Accepted;NA;798401-1;273442
Ziziphus spina-christi;Exact (without author);FALSE;1;0;2931344;Ziziphus spina-christi;(L.) Desf.;Species;Accepted;NA;719427-1;2931344
Phillyrea latifolia;Exact (without author);FALSE;1;0;355786;Phillyrea latifolia;L.;Species;Accepted;NA;610971-1;355786
Teucrium fruticans;Exact (without author);FALSE;1;0;202931;Teucrium fruticans;L.;Species;Accepted;NA;460416-1;202931
Asarum europaeum;Exact (without author);FALSE;1;0;2654312;Asarum europaeum;L.;Species;Accepted;NA;302682-2;2654312
Cimicifuga;Exact (without author);FALSE;1;0;2720935;Cimicifuga;Wernisch.;Genus;Synonym;NA;30118897-2;2620495
Lonicera fragrantissima;Exact (without author);FALSE;1;0;2340140;Lonicera fragrantissima;Lindl. & Paxton;Species;Accepted;NA;148772-1;2340140
Persea americana;Exact (without author);FALSE;1;0;2529835;Persea americana;Mill.;Species;Accepted;NA;325643-2;2529835
Azadirachta indica;Exact (without author);FALSE;1;0;2667002;Azadirachta indica;A.Juss.;Species;Accepted;NA;1213180-2;2667002
Citrus maxima;Exact (without author);FALSE;1;0;2724206;Citrus maxima;(Burm.) Merr.;Species;Accepted;NA;30075266-2;2724206
Citrus nobilis;Exact (without author);FALSE;1;0;2724255;Citrus × nobilis;Lour.;Species;Synonym;NA;771998-1;3287406
Codiaeum variegatum;Exact (without author);FALSE;1;0;44790;Codiaeum variegatum;(L.) Rumph. ex A.Juss.;Species;Accepted;NA;85073-3;44790
Globularia alypum;Exact (without author);FALSE;1;0;2826658;Globularia alypum;L.;Species;Accepted;NA;813050-1;2826658
Ampelopsis;Exact (without author);FALSE;1;0;2634450;Ampelopsis;Michx.;Genus;Accepted;NA;30011875-2;2634450
Arbutus unedo;Exact (without author);FALSE;1;0;2646748;Arbutus unedo;L.;Species;Accepted;NA;326526-1;2646748
Teucrium flavum;Exact (without author);FALSE;1;0;202916;Teucrium flavum;L.;Species;Accepted;NA;460406-1;202916
Viburnum davidii;Exact (without author);FALSE;1;0;2455753;Viburnum davidii;Franch.;Species;Accepted;NA;149642-1;2455753
Asplenium nidus;Exact (without author);FALSE;1;0;3147603;Asplenium nidus;L.;Species;Accepted;NA;17048040-1;3147603
Asplenium trichomanes;Exact (without author);TRUE;1;0;3147719;Asplenium trichomanes;L.;Species;Accepted;NA;310197-2;3147719
Asplenium trichomanes;Exact (without author);TRUE;1;0;3166863;Asplenium trichomanes;Thunb.;Species;Misapplied;NA;17052890-1;3147126
Asplenium viviparum;Exact (without author);TRUE;1;0;3268612;Asplenium viviparum;(L.f.) C.Presl;Species;Illegitimate;NA;17053630-1;3144492
Asplenium viviparum;Exact (without author);TRUE;1;0;3166530;Asplenium viviparum;Blume;Species;Synonym;NA;17053640-1;3144492
Athyrium;Exact (without author);FALSE;1;0;3189782;Athyrium;Roth;Genus;Accepted;NA;30009012-2;3189782
Blechnum;Exact (without author);FALSE;1;0;3189761;Blechnum;L.;Genus;Accepted;NA;328189-2;3189761
Nephrolepis exaltata;Exact (without author);FALSE;1;0;3152952;Nephrolepis exaltata;(L.) Schott;Species;Accepted;NA;17160830-1;3152952
Polystichum;Exact (without author);FALSE;1;0;3189741;Polystichum;Roth;Genus;Accepted;NA;327121-2;3189741
Bencomia caudata;Exact (without author);FALSE;1;0;2942525;Bencomia caudata;(Aiton) Webb & Berthel.;Species;Accepted;NA;721777-1;2942525
Canarina canariensis;Exact (without author);FALSE;1;0;366766;Canarina canariensis;(L.) Vatke;Species;Accepted;NA;141368-1;366766
Crambe strigosa;Exact (without author);FALSE;1;0;2741331;Crambe strigosa;L'Hér.;Species;Accepted;NA;281679-1;2741331
Actaea dahurica;Exact (without author);FALSE;1;0;2620530;Actaea dahurica;(Turcz. ex Fisch. & C.A.Mey.) Franch.;Species;Accepted;NA;707999-1;2620530
