plant_species;match_type;multiple_matches;match_similarity;match_edit_distance;wcvp_id;wcvp_name;wcvp_authors;wcvp_rank;wcvp_status;wcvp_homotypic;wcvp_ipni_id;wcvp_accepted_id
Angelica archangelica;Exact (without author);FALSE;1;0;2638995;Angelica archangelica;L.;Species;Accepted;NA;837560-1;2638995
Aquilegia vulgaris;Exact (without author);TRUE;1;0;2645045;Aquilegia vulgaris;L.;Species;Accepted;NA;306409-2;2645045
Aquilegia vulgaris;Exact (without author);TRUE;1;0;2645046;Aquilegia vulgaris;Thunb.;Species;Misapplied;NA;709055-1;2644771
Aquilegia vulgaris;Exact (without author);TRUE;1;0;2645047;Aquilegia vulgaris;Richardson;Species;Misapplied;NA;709054-1;2644640
Bidens tripartitus;Fuzzy (edit distance);FALSE;0.889;2;2925725;Bidens tripartita;L.;Species;Accepted;NA;185293-1;2925725
Campanula lactiflora;Exact (without author);FALSE;1;0;364981;Campanula lactiflora;M.Bieb.;Species;Accepted;NA;140535-1;364981
Circaea lutetiana;Exact (without author);FALSE;1;0;2721837;Circaea lutetiana;L.;Species;Accepted;NA;611469-1;2721837
Corydalis ochotensis;Exact (without author);FALSE;1;0;2739033;Corydalis ochotensis;Turcz.;Species;Accepted;NA;672388-1;2739033
Crepis paludosa;Exact (without author);FALSE;1;0;3056336;Crepis paludosa;(L.) Moench;Species;Accepted;NA;200127-1;3056336
Elsholtzia ciliata;Exact (without author);FALSE;1;0;66715;Elsholtzia ciliata;(Thunb.) Hyl.;Species;Accepted;NA;90101-2;66715
Euphorbia pulcherrima;Exact (without author);FALSE;1;0;81761;Euphorbia pulcherrima;Willd. ex Klotzsch;Species;Accepted;NA;30176564-2;81761
Euphorbia soongarica;Exact (without author);FALSE;1;0;82256;Euphorbia soongarica;Boiss.;Species;Accepted;NA;348309-1;82256
Filipendula kamtschatica;Fuzzy (phonetic);FALSE;0.958;1;2948475;Filipendula camtschatica;(Pall.) Maxim.;Species;Accepted;NA;724927-1;2948475
Hypericum androsaemum;Exact (without author);FALSE;1;0;514941;Hypericum androsaemum;L.;Species;Accepted;NA;433187-1;514941
Impatiens parviflora;Exact (without author);FALSE;1;0;2862981;Impatiens parviflora;DC.;Species;Accepted;NA;374266-1;2862981
Lamprocapnos spectabilis;Exact (without author);FALSE;1;0;2494086;Lamprocapnos spectabilis;(L.) Fukuhara;Species;Accepted;NA;995841-1;2494086
Lapsana communis;Exact (without author);FALSE;1;0;3058044;Lapsana communis;L.;Species;Accepted;NA;228732-1;3058044
Physocarpus opulifolius;Exact (without author);TRUE;1;0;2952799;Physocarpus opulifolius;(L.) Maxim.;Species;Accepted;NA;1115316-2;2952799
Physocarpus opulifolius;Exact (without author);TRUE;1;0;2952798;Physocarpus opulifolius;Raf.;Species;Synonym;NA;727468-1;2952799
Prenanthes petiolata;Exact (without author);FALSE;1;0;3061791;Prenanthes petiolata;(K.Koch) Sennikov;Species;Accepted;NA;998887-1;3061791
Rubus parviflorus;Exact (without author);TRUE;1;0;2985175;Rubus parviflorus;Weston;Species;Illegitimate;TRUE;30006007-2;3036147
Rubus parviflorus;Exact (without author);TRUE;1;0;2985176;Rubus parviflorus;Nutt.;Species;Accepted;NA;298093-2;2985176
Rubus parviflorus;Exact (without author);TRUE;1;0;2985177;Rubus parviflorus;Hegetschw.;Species;Unplaced;NA;738962-1;NA
Rubus parviflorus;Exact (without author);TRUE;1;0;2985179;Rubus parviflorus;Figert ex Sprib.;Species;Illegitimate;TRUE;738960-1;2987683
Rubus parviflorus;Exact (without author);TRUE;1;0;2985178;Rubus × parviflorus;Sudre;Species;Illegitimate;TRUE;738961-1;2978218
Salvia glutinosa;Exact (without author);FALSE;1;0;182731;Salvia glutinosa;L.;Species;Accepted;NA;456289-1;182731
Stachys sylvatica;Exact (without author);FALSE;1;0;195698;Stachys sylvatica;L.;Species;Accepted;NA;460020-1;195698
Thalictrum;Exact (without author);FALSE;1;0;2516490;Thalictrum;Tourn. ex L.;Genus;Accepted;NA;30001524-2;2516490
Trientalis europaea;Exact (without author);FALSE;1;0;2513563;Trientalis europaea;L.;Species;Synonym;TRUE;30062206-2;2896575
Viola palustris;Exact (without author);FALSE;1;0;2459417;Viola palustris;L.;Species;Accepted;NA;868891-1;2459417
Viola reichenbachiana;Exact (without author);FALSE;1;0;2459911;Viola reichenbachiana;Jord. ex Boreau;Species;Accepted;NA;869090-1;2459911
Viola riviniana;Exact (without author);FALSE;1;0;2459647;Viola riviniana;Rchb.;Species;Accepted;NA;869126-1;2459647
Acanthus mollis;Exact (without author);FALSE;1;0;2615276;Acanthus mollis;L.;Species;Accepted;NA;44892-1;2615276
Aquilegia alpina;Exact (without author);TRUE;1;0;2644587;Aquilegia alpina;L.;Species;Accepted;NA;708794-1;2644587
Aquilegia alpina;Exact (without author);TRUE;1;0;2644588;Aquilegia alpina;Lam.;Species;Illegitimate;NA;708792-1;2644957
Brassica cretica;Exact (without author);FALSE;1;0;2682158;Brassica cretica;Lam.;Species;Accepted;NA;279298-1;2682158
Brassica incana;Exact (without author);TRUE;1;0;2682280;Brassica incana;(L.) Maly;Species;Illegitimate;TRUE;279367-1;2852013
Brassica incana;Exact (without author);TRUE;1;0;2682279;Brassica incana;Ten.;Species;Accepted;NA;279366-1;2682279
Brassica montana;Exact (without author);TRUE;1;0;2682364;Brassica montana;Pourr.;Species;Accepted;NA;279407-1;2682364
Brassica montana;Exact (without author);TRUE;1;0;2682365;Brassica montana;DC.;Species;Illegitimate;NA;279408-1;2730476
Brassica montana;Exact (without author);TRUE;1;0;2682366;Brassica montana;Raf.;Species;Illegitimate;NA;NA;3262365
Brassica rupestris;Exact (without author);TRUE;1;0;2682766;Brassica rupestris;(Lowe) Kuntze;Species;Illegitimate;TRUE;279504-1;2476406
Brassica rupestris;Exact (without author);TRUE;1;0;2682765;Brassica rupestris;Raf.;Species;Accepted;NA;279503-1;2682765
Brassica tinei;Fuzzy (phonetic);TRUE;0.933;1;2682846;Brassica tineoi;Lojac.;Species;Synonym;TRUE;279550-1;2682875
Campanula grandis;Exact (without author);FALSE;1;0;364787;Campanula grandis;Fisch. & C.A.Mey.;Species;Accepted;NA;140385-1;364787
Campanula persicifolia;Exact (without author);FALSE;1;0;365512;Campanula persicifolia;L.;Species;Accepted;NA;140828-1;365512
Gerbera jamesonii;Exact (without author);FALSE;1;0;3039335;Gerbera jamesonii;Adlam;Species;Accepted;NA;208893-1;3039335
Lactuca palmensis;Exact (without author);FALSE;1;0;3061828;Lactuca palmensis;Bolle;Species;Accepted;NA;228158-1;3061828
Nasturtium;Exact (without author);TRUE;1;0;2380030;Nasturtium;W.T.Aiton;Genus;Accepted;NA;331795-2;2380030
Nasturtium;Exact (without author);TRUE;1;0;2380029;Nasturtium;Roth;Genus;Illegitimate;TRUE;77158532-1;2697963
Nasturtium;Exact (without author);TRUE;1;0;3004599;Nasturtium;Mill.;Genus;Synonym;NA;12833-1;2338293
Pyrola chlorantha;Exact (without author);FALSE;1;0;2410797;Pyrola chlorantha;Sw.;Species;Accepted;NA;331799-1;2410797
Pseudotsuga;Exact (without author);FALSE;1;0;378320;Pseudotsuga;Carrière;Genus;Accepted;NA;30005513-2;378320
Tsuga;Exact (without author);FALSE;1;0;379374;Tsuga;(Endl.) Carrière;Genus;Accepted;NA;11721-1;379374
Rosa majalis;Exact (without author);FALSE;1;0;2971122;Rosa majalis;Herrm.;Species;Synonym;NA;733218-1;2967368
Rosa agrestis;Exact (without author);FALSE;1;0;2964990;Rosa agrestis;Savi;Species;Accepted;NA;731498-1;2964990
Rosa arvensis;Exact (without author);TRUE;1;0;2965490;Rosa arvensis;Huds.;Species;Accepted;NA;731660-1;2965490
Rosa arvensis;Exact (without author);TRUE;1;0;2965491;Rosa arvensis;L.;Species;Illegitimate;NA;NA;3266052
Rosa gallica;Exact (without author);FALSE;1;0;2969349;Rosa gallica;L.;Species;Accepted;NA;732569-1;2969349
Cornus alba;Exact (without author);FALSE;1;0;47268;Cornus alba;L.;Species;Accepted;NA;330224-2;47268
Rosa glauca;Exact (without author);TRUE;1;0;2969620;Rosa glauca;Pourr.;Species;Accepted;NA;732629-1;2969620
Rosa glauca;Exact (without author);TRUE;1;0;2969623;Rosa glauca;Vill. ex Loisel.;Species;Illegitimate;NA;732627-1;2968467
Rosa glauca;Exact (without author);TRUE;1;0;2969624;Rosa glauca;Dierb.;Species;Illegitimate;NA;NA;2965490
Rosa glauca;Exact (without author);TRUE;1;0;2969621;Rosa glauca;Desf.;Species;Illegitimate;NA;NA;2967368
Carex nigra;Exact (without author);TRUE;1;0;229004;Carex nigra;(L.) Reichard;Species;Accepted;NA;30066383-2;229004
Carex nigra;Exact (without author);TRUE;1;0;229006;Carex nigra;Schkuhr;Species;Illegitimate;NA;301209-1;495262
Carex nigra;Exact (without author);TRUE;1;0;229005;Carex nigra;All.;Species;Illegitimate;NA;46724-2;229557
Carex vesicaria;Exact (without author);FALSE;1;0;231937;Carex vesicaria;L.;Species;Accepted;NA;302885-1;231937
Carex appropinquata;Exact (without author);FALSE;1;0;224556;Carex appropinquata;Schumach.;Species;Accepted;NA;298604-1;224556
Carex elata;Exact (without author);TRUE;1;0;226284;Carex elata;All.;Species;Accepted;NA;299596-1;226284
Carex elata;Exact (without author);TRUE;1;0;226283;Carex elata;Lowe;Species;Illegitimate;TRUE;299594-1;228309
Carex lasiocarpa;Exact (without author);FALSE;1;0;227947;Carex lasiocarpa;Ehrh.;Species;Accepted;NA;30041747-2;227947
Carex acuta;Exact (without author);TRUE;1;0;224231;Carex acuta;L.;Species;Accepted;NA;30197372-2;224231
Carex acuta;Exact (without author);TRUE;1;0;371390;Carex acuta;Huds.;Species;Illegitimate;NA;77237339-1;230409
Carex acutiformis;Exact (without author);TRUE;1;0;224284;Carex acutiformis;Ehrh.;Species;Accepted;NA;298427-1;224284
Carex acutiformis;Exact (without author);TRUE;1;0;224285;Carex acutiformis;Brot.;Species;Illegitimate;NA;298424-1;227356
Carex filiformis;Exact (without author);FALSE;1;0;226527;Carex filiformis;L.;Species;Synonym;NA;299736-1;228753
Carex hirta;Exact (without author);FALSE;1;0;227326;Carex hirta;L.;Species;Accepted;NA;300162-1;227326
Carex leporina;Exact (without author);TRUE;1;0;228079;Carex leporina;L.;Species;Accepted;NA;300627-1;228079
Carex leporina;Exact (without author);TRUE;1;0;228082;Carex leporina;Michx.;Species;Illegitimate;NA;300624-1;230759
Carex leporina;Exact (without author);TRUE;1;0;228080;Carex leporina;Schkuhr ex Trevir.;Species;Invalid;NA;77238152-1;227258
Carex echinata;Exact (without author);TRUE;1;0;226238;Carex echinata;Murray;Species;Accepted;NA;46120-2;226238
Carex echinata;Exact (without author);TRUE;1;0;377153;Carex echinata;Desf.;Species;Illegitimate;NA;77197106-1;227356
Carex echinata;Exact (without author);TRUE;1;0;226240;Carex echinata;Lam.;Species;Illegitimate;NA;299575-1;226588
Carex flacca;Exact (without author);FALSE;1;0;226565;Carex flacca;Schreb.;Species;Accepted;NA;299756-1;226565
Carex panicea;Exact (without author);TRUE;1;0;229462;Carex panicea;L.;Species;Accepted;NA;301423-1;229462
Carex panicea;Exact (without author);TRUE;1;0;229461;Carex panicea;J.Carey;Species;Illegitimate;NA;301425-1;228550
Epilobium;Exact (without author);FALSE;1;0;2790034;Epilobium;Dill. ex L.;Genus;Accepted;NA;30000954-2;2790034
Saxifraga rotundifolia;Exact (without author);TRUE;1;0;2585115;Saxifraga rotundifolia;L.;Species;Accepted;NA;794454-1;2585115
Saxifraga rotundifolia;Exact (without author);TRUE;1;0;2585009;Saxifraga rotundifolia;Pall. ex Georgi;Species;Illegitimate;NA;794452-1;2506949
Asteriscus graveolens subsp. stenophyllus;Exact (without author);FALSE;1;0;3114043;Asteriscus graveolens subsp. stenophyllus;(Link) Greuter;Subspecies;Accepted;NA;999897-1;3114043
Pulicaria undulata;Exact (without author);FALSE;1;0;3113692;Pulicaria undulata;(L.) C.A.Mey.;Species;Accepted;NA;240619-1;3113692
Thymus carnosus;Exact (without author);FALSE;1;0;204569;Thymus carnosus;Boiss.;Species;Accepted;NA;461007-1;204569
Galium erectum;Exact (without author);TRUE;1;0;86268;Galium erectum;Huds.;Species;Synonym;NA;749864-1;486713
Galium erectum;Exact (without author);TRUE;1;0;86270;Galium erectum;Hoffm.;Species;Illegitimate;NA;749865-1;87277
Galium erectum;Exact (without author);TRUE;1;0;86269;Galium erectum;Huds.;Species;Illegitimate;NA;77240949-1;85610
Rhinanthus alectorolophus;Exact (without author);FALSE;1;0;2527354;Rhinanthus alectorolophus;(Scop.) Pollich;Species;Accepted;NA;808711-1;2527354
Cistus ocymoides;Exact (without author);FALSE;1;0;2723547;Cistus ocymoides;Lam.;Species;Accepted;NA;168396-1;2723547
Zantedeschia;Exact (without author);FALSE;1;0;215526;Zantedeschia;Spreng.;Genus;Accepted;NA;331310-2;215526
Frangula;Exact (without author);FALSE;1;0;2814029;Frangula;Mill.;Genus;Accepted;NA;30001907-2;2814029
Prunus Serotina;Fuzzy (phonetic);TRUE;0.933;1;2915966;Prunus serotina;Ehrh.;Species;Accepted;NA;730262-1;2915966
Prunus Serotina;Fuzzy (phonetic);TRUE;0.933;1;2961587;Prunus serotina;Poir.;Species;Misapplied;NA;NA;3266011
Alcea dissecta;Exact (without author);FALSE;1;0;2627642;Alcea dissecta;(Baker f.) Zohary;Species;Accepted;NA;558658-1;2627642
Alcea setosa;Exact (without author);FALSE;1;0;2627719;Alcea setosa;(Boiss.) Alef.;Species;Accepted;NA;558721-1;2627719
Acacia tortilis subsp. raddiana;Exact (without author);FALSE;1;0;2614110;Acacia tortilis subsp. raddiana;(Savi) Brenan;Subspecies;Synonym;TRUE;NA;2999199
Aloe ferox;Exact (without author);FALSE;1;0;297380;Aloe ferox;Mill.;Species;Accepted;NA;529449-1;297380
Aloe vera;Exact (without author);TRUE;1;0;298116;Aloe vera;(L.) Burm.f.;Species;Accepted;NA;530017-1;298116
Aloe vera;Exact (without author);TRUE;1;0;298117;Aloe vera;Mill.;Species;Illegitimate;NA;530016-1;298036
Gasteria;Exact (without author);FALSE;1;0;307674;Gasteria;Duval;Genus;Accepted;NA;30162924-2;307674
Haworthia;Exact (without author);FALSE;1;0;276949;Haworthia;Duval;Genus;Accepted;NA;331203-2;276949
Anagallis arvensis;Exact (without author);FALSE;1;0;2636008;Anagallis arvensis;L.;Species;Synonym;TRUE;329604-2;2896568
Alliaria;Exact (without author);TRUE;1;0;2628611;Alliaria;Heist. ex Fabr.;Genus;Accepted;NA;330037-2;2628611
Alliaria;Exact (without author);TRUE;1;0;2628612;Alliaria;Rumph. ex Kuntze;Genus;Synonym;NA;330038-2;2779846
Bunias;Exact (without author);FALSE;1;0;2686075;Bunias;L.;Genus;Accepted;NA;12386-1;2686075
Cardamine;Exact (without author);FALSE;1;0;2699368;Cardamine;L.;Genus;Accepted;NA;60436526-2;2699368
Cochlearia;Exact (without author);FALSE;1;0;2729791;Cochlearia;L.;Genus;Accepted;NA;30020990-2;2729791
Coincya;Exact (without author);FALSE;1;0;2730462;Coincya;Rouy;Genus;Accepted;NA;12460-1;2730462
Diplotaxis;Exact (without author);FALSE;1;0;2771218;Diplotaxis;DC.;Genus;Accepted;NA;12525-1;2771218
Iberis;Exact (without author);TRUE;1;0;2859693;Iberis;Dill. ex L.;Genus;Accepted;NA;30024607-2;2859693
Iberis;Exact (without author);TRUE;1;0;2859694;Iberis;Hill;Genus;Illegitimate;NA;12679-1;2338293
Lepidium;Exact (without author);FALSE;1;0;2338293;Lepidium;L.;Genus;Accepted;NA;60437330-2;2338293
Lunaria;Exact (without author);FALSE;1;0;2338471;Lunaria;Tourn. ex L.;Genus;Accepted;NA;12755-1;2338471
Matthiola;Exact (without author);TRUE;1;0;122156;Matthiola;Plum. ex L.;Genus;Synonym;NA;34895-1;93100
Matthiola;Exact (without author);TRUE;1;0;2357966;Matthiola;W.T.Aiton;Genus;Accepted;NA;331760-2;2357966
Aubrieta;Exact (without author);FALSE;1;0;2666121;Aubrieta;Adans.;Genus;Accepted;NA;30398523-2;2666121
Carex brizoides;Exact (without author);TRUE;1;0;225134;Carex brizoides;L.;Species;Accepted;NA;298947-1;225134
Carex brizoides;Exact (without author);TRUE;1;0;225136;Carex brizoides;Geners.;Species;Misapplied;NA;298948-1;228079
Carex brizoides;Exact (without author);TRUE;1;0;225135;Carex brizoides;Huds.;Species;Illegitimate;NA;298945-1;225271
Celosia;Exact (without author);FALSE;1;0;2707777;Celosia;L.;Genus;Accepted;NA;327360-2;2707777
Draba;Exact (without author);FALSE;1;0;2776150;Draba;Dill. ex L.;Genus;Accepted;NA;60436423-2;2776150
Spinacia;Exact (without author);FALSE;1;0;2483891;Spinacia;L.;Genus;Accepted;NA;7004-1;2483891
Chenopodiastrum hybridum;Exact (without author);FALSE;1;0;2913103;Chenopodiastrum hybridum;(L.) S.Fuentes, Uotila & Borsch;Species;Accepted;NA;77121009-1;2913103
Pericallis hybrida;Exact (without author);FALSE;1;0;3079270;Pericallis × hybrida;(Bosse) B.Nord.;Species;Accepted;NA;1164364-2;3079270
Citrullus lanatus;Exact (without author);FALSE;1;0;2723908;Citrullus lanatus;(Thunb.) Matsum. & Nakai;Species;Accepted;NA;291938-1;2723908
Citrullus;Exact (without author);FALSE;1;0;2723887;Citrullus;Schrad.;Genus;Accepted;NA;331494-2;2723887
Dichondra;Exact (without author);FALSE;1;0;485838;Dichondra;J.R.Forst. & G.Forst.;Genus;Accepted;NA;11850-1;485838
Eryngium;Exact (without author);FALSE;1;0;2799080;Eryngium;Tourn. ex L.;Genus;Accepted;NA;30001853-2;2799080
Erythrina;Exact (without author);FALSE;1;0;2800760;Erythrina;L.;Genus;Accepted;NA;30007957-2;2800760
Anagallis;Exact (without author);FALSE;1;0;2635989;Anagallis;L.;Genus;Synonym;NA;329605-2;2492734
Hydrangea;Exact (without author);FALSE;1;0;2855579;Hydrangea;Gronov. ex L.;Genus;Accepted;NA;30010546-2;2855579
Freesia;Exact (without author);FALSE;1;0;328111;Freesia;Eckl. ex Klatt;Genus;Accepted;NA;331198-2;328111
Hyacinthus;Exact (without author);FALSE;1;0;278565;Hyacinthus;Tourn. ex L.;Genus;Accepted;NA;24372-1;278565
Scilla;Exact (without author);FALSE;1;0;287312;Scilla;L.;Genus;Accepted;NA;30057352-2;287312
Agrostis;Exact (without author);FALSE;1;0;451057;Agrostis;L.;Genus;Accepted;NA;325863-2;451057
Antirrhinum;Exact (without author);FALSE;1;0;2642458;Antirrhinum;L.;Genus;Accepted;NA;37430-1;2642458
Linaria maroccana;Exact (without author);FALSE;1;0;2499403;Linaria maroccana;Hook.f.;Species;Accepted;NA;804758-1;2499403
Hibiscus;Exact (without author);FALSE;1;0;2849448;Hibiscus;L.;Genus;Accepted;NA;328182-2;2849448
Nelumbo;Exact (without author);FALSE;1;0;2384991;Nelumbo;Adans.;Genus;Accepted;NA;28000-1;2384991
Dianthus caryophyllus;Exact (without author);FALSE;1;0;2764005;Dianthus caryophyllus;L.;Species;Accepted;NA;153205-1;2764005
Glaucium;Exact (without author);FALSE;1;0;2826306;Glaucium;Mill.;Genus;Accepted;NA;31676-1;2826306
Cucurbita;Exact (without author);FALSE;1;0;2747095;Cucurbita;L.;Genus;Accepted;NA;13252-1;2747095
Petroselinum;Exact (without author);FALSE;1;0;2403245;Petroselinum;Hill;Genus;Accepted;NA;30228892-2;2403245
Ricinus;Exact (without author);FALSE;1;0;178856;Ricinus;L.;Genus;Accepted;NA;327636-2;178856
Sesamum;Exact (without author);FALSE;1;0;2588532;Sesamum;L.;Genus;Accepted;NA;30077849-2;2588532
Gerbera;Exact (without author);TRUE;1;0;3134091;Gerbera;L.;Genus;Accepted;NA;331624-2;3134091
Gerbera;Exact (without author);TRUE;1;0;2824729;Gerbera;J.F.Gmel.;Genus;Orthographic;NA;25881-1;2868314
Lycopersicon;Exact (without author);FALSE;1;0;2496600;Lycopersicon;Mill.;Genus;Synonym;NA;30022251-2;2936484
Solanum scabrum;Exact (without author);TRUE;1;0;3032545;Solanum scabrum;Mill.;Species;Accepted;NA;820912-1;3032545
Solanum scabrum;Exact (without author);TRUE;1;0;3034834;Solanum scabrum;Ruiz & Pav.;Species;Synonym;TRUE;820915-1;3032535
Solanum scabrum;Exact (without author);TRUE;1;0;3035516;Solanum scabrum;Kunth;Species;Illegitimate;NA;820910-1;3032813
Solanum scabrum;Exact (without author);TRUE;1;0;2932656;Solanum scabrum;Jacq.;Species;Illegitimate;NA;820914-1;2932598
Solanum scabrum;Exact (without author);TRUE;1;0;2932657;Solanum scabrum;Zuccagni;Species;Synonym;NA;820917-1;2932598
Solanum scabrum;Exact (without author);TRUE;1;0;3034072;Solanum scabrum;Vahl;Species;Synonym;NA;820911-1;3032085
Solanum scabrum;Exact (without author);TRUE;1;0;3034370;Solanum scabrum;Lam.;Species;Illegitimate;NA;820916-1;3032239
Pittosporum;Exact (without author);FALSE;1;0;2571000;Pittosporum;Banks ex Gaertn.;Genus;Accepted;NA;326028-2;2571000
Viola;Exact (without author);FALSE;1;0;2463495;Viola;L.;Genus;Accepted;NA;30000540-2;2463495
Vaccaria;Exact (without author);FALSE;1;0;2456797;Vaccaria;Wolf;Genus;Synonym;NA;30113794-2;2836545
Zinnia;Exact (without author);FALSE;1;0;3133173;Zinnia;L.;Genus;Accepted;NA;332074-2;3133173
Circaea;Exact (without author);FALSE;1;0;2721775;Circaea;L.;Genus;Accepted;NA;60436661-2;2721775
Oenothera;Exact (without author);FALSE;1;0;2398316;Oenothera;L.;Genus;Accepted;NA;60437227-2;2398316
Parthenocissus;Exact (without author);FALSE;1;0;2548009;Parthenocissus;Planch.;Genus;Accepted;NA;297016-2;2548009
Rubus sanctus;Exact (without author);TRUE;1;0;2987363;Rubus sanctus;Schreb.;Species;Illegitimate;TRUE;739961-1;3036147
