"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr","rel_status","mean_longitude","mean_latitude","distance_to_europe_center"
"Quercus libani",25,FALSE,173640,"Fagaceae","Quercus","Perennial","Woody","Woody","Perennial",3,6854.18381414332,"Accepted",173640,"Quercus libani",NA,"Genus in Europe",42.950527440899,34.9722573550368,3363.11378505884
"Quercus macranthera",27,FALSE,173810,"Fagaceae","Quercus","Perennial","Woody","Woody","Perennial",10,17605.7485625118,"Accepted",173810,"Quercus macranthera",NA,"Genus in Europe",43.2845714821274,38.4386492785221,3046.4323522911
"Quercus macrocarpa",3,FALSE,173817,"Fagaceae","Quercus","Perennial","Woody","Woody","Perennial",3,6819.99384823625,"Accepted",173817,"Quercus macrocarpa",1854,"Genus in Europe",-88.5524650816141,42.4387287259746,6769.19999815946
"Quercus mongolica",5,FALSE,173983,"Fagaceae","Quercus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",129.909255522159,48.6389652184592,6692.94819407379
"Quercus montana",3,FALSE,174002,"Fagaceae","Quercus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-79.9105975971062,39.2879233472019,6625.47416846924
"Quercus palustris",10,FALSE,174242,"Fagaceae","Quercus","Perennial","Woody","Woody","Perennial",350,689021.518937883,"Accepted",174242,"Quercus palustris",1950,"Genus in Europe",-82.8717083040341,39.9558951644904,6716.33152898144
"Quercus petraea subsp. pinnatiloba",2,FALSE,174400,"Fagaceae","Quercus",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",39.7938579367747,38.3513259982948,2898.21836380116
"Quercus phellos",1,FALSE,174411,"Fagaceae","Quercus","Perennial","Woody","Woody","Perennial",10,17705.5584665431,"Accepted",174411,"Quercus phellos",NA,"Genus in Europe",-84.462636862179,36.2006832430741,7137.3334708289
"Quercus pontica",6,FALSE,174502,"Fagaceae","Quercus","Perennial","Woody","Woody","Perennial",4,7538.89431117819,"Accepted",174502,"Quercus pontica",NA,"Genus in Europe",40.4988006317659,40.0358797736949,2768.53467321346
"Quercus rubra",84,FALSE,174902,"Fagaceae","Quercus","Perennial","Woody","Woody","Perennial",1633,2998693.40855634,"Accepted",174902,"Quercus rubra",1799,"Genus in Europe",-81.6169312238765,40.4783550829946,6606.35288287123
"Quercus serrata",5,FALSE,175048,"Fagaceae","Quercus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",112.302680145375,30.8017946211696,7521.45480520175
"Quercus variabilis",5,FALSE,175660,"Fagaceae","Quercus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",113.698582999804,30.420028205971,7630.49772022311
"Quercus vulcanica",17,FALSE,175746,"Fagaceae","Quercus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",36.9128105127592,37.0053081386959,2912.1626621514
"Ranunculus abortivus",2,FALSE,2524434,"Ranunculaceae","Ranunculus","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",2524434,"Ranunculus abortivus",NA,"Genus in Europe",-89.5741234768715,43.7632967622731,6696.62780615054
"Ranunculus calandrinioides",1,FALSE,2524786,"Ranunculaceae","Ranunculus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-6.27937770867659,31.9475329847619,3402.66395566666
"Ranunculus cornutus",1,FALSE,2522451,"Ranunculaceae","Ranunculus","Annual","Non-Woody","Non-Woody","Annual",2,6759.12138384809,"Accepted",2522451,"Ranunculus cornutus",NA,"Genus in Europe",42.6991336959323,33.9550748024548,3451.57678333612
"Ranunculus cortusifolius",7,FALSE,2522454,"Ranunculaceae","Ranunculus","Perennial","Non-Woody","Non-Woody","Perennial",2,7483.3746175775,"Accepted",2522454,"Ranunculus cortusifolius",NA,"Genus in Europe",-19.9017369466729,33.1286412695157,3861.84095234014
"Ranunculus fibrillosus",3,FALSE,2523487,"Ranunculaceae","Ranunculus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",35.441648478726,39.0283978298971,2653.64917378203
"Ranunculus flabellatus",2,FALSE,2523365,"Ranunculaceae","Ranunculus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",11.0734083322286,32.3789301852799,2973.36825034196
"Ranunculus grandiflorus",3,FALSE,2523913,"Ranunculaceae","Ranunculus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",36.0968904972812,40.7922068873945,2506.40256226259
"Ranunculus japonicus",1,FALSE,2522537,"Ranunculaceae","Ranunculus","Perennial","Non-Woody","Non-Woody","Perennial",9,15985.5076555752,"Accepted",2522537,"Ranunculus japonicus",1956,"Genus in Europe",121.870384361169,43.1972439479027,6853.96709688259
"Ranunculus kotschyi",1,FALSE,2523841,"Ranunculaceae","Ranunculus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",48.1910262837395,36.020859105779,3506.58342515988
"Ranunculus lourteigiae",1,FALSE,2526482,"Ranunculaceae","Ranunculus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-64.6645104035505,-16.7831494463101,11011.6065095113
"Ranunculus sericeus",1,FALSE,2525465,"Ranunculaceae","Ranunculus",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",42.950527440899,34.9722573550368,3363.11378505884
"Ranunculus silerifolius",1,FALSE,2525370,"Ranunculaceae","Ranunculus","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",119.498421634739,31.1213633988244,7864.21691007936
"Ranunculus villosus",1,FALSE,2525333,"Ranunculaceae","Ranunculus",NA,NA,"Non-Woody","Perennial",5210,7539255.84778456,"Accepted",2525333,"Ranunculus villosus",NA,"Genus in Europe",17.0603576436263,27.2336439367211,3532.75285476788
"Reseda aucheri",1,FALSE,2525959,"Resedaceae","Reseda","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",55.6921907342282,28.8047269518763,4557.90703255414
"Reseda lancerotae",2,FALSE,2525903,"Resedaceae","Reseda",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-15.6754686626662,28.3400533609037,4135.12462660314
"Reseda muricata",1,FALSE,2526115,"Resedaceae","Reseda","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",42.6575543325795,28.2104625206194,4023.33785028317
"Reseda scoparia",2,FALSE,2526048,"Resedaceae","Reseda",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-15.6754686626662,28.3400533609037,4135.12462660314
"Retama rhodorhizoides",1,FALSE,2419223,"Fabaceae","Retama",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-15.6754686626662,28.3400533609037,4135.12462660314
"Reynoutria japonica",11,FALSE,2428745,"Polygonaceae","Reynoutria","Perennial","Non-Woody","Non-Woody","Perennial",2103,3420073.541188,"Accepted",2428745,"Reynoutria japonica",1849,"Genus in Europe",126.546710240551,38.3887004225316,7516.2856349055
"Reynoutria sachalinensis",1,FALSE,2425431,"Polygonaceae","Reynoutria","Perennial","Non-Woody","Non-Woody","Perennial",1403,2285331.82288939,"Accepted",2425431,"Reynoutria sachalinensis",1869,"Genus in Europe",139.843058647495,43.5301411205787,7566.94491745876
"Reynoutria × bohemica",1,FALSE,2425445,"Polygonaceae","Reynoutria","Perennial","Non-Woody","Non-Woody","Perennial",1042,1888212.54289633,"Accepted",2425445,"Reynoutria × bohemica",1901,"Genus in Europe",138.214120033694,37.9061166876332,8060.8168110573
"Rhamnus alnifolia",1,FALSE,2525840,"Rhamnaceae","Rhamnus","Perennial","Woody","Woody","Perennial",3753,6356466.16689271,"Accepted",2525840,"Rhamnus alnifolia",NA,"Genus in Europe",-88.5334432370343,44.4249561074197,6588.41106282672
"Rhamnus crenulata",10,FALSE,2523027,"Rhamnaceae","Rhamnus",NA,NA,"Woody","Perennial",2,4038.33757014556,"Accepted",2523027,"Rhamnus crenulata",NA,"Genus in Europe",-15.6754686626662,28.3400533609037,4135.12462660314
"Rhamnus erythroxyloides",2,FALSE,2522928,"Rhamnaceae","Rhamnus",NA,NA,"Woody","Perennial",10,26746.0487127149,"Accepted",2522928,"Rhamnus erythroxyloides",NA,"Genus in Europe",44.4642334972631,37.5133518108431,3188.49481464854
"Rhamnus erythroxyloides subsp. erythroxyloides",5,FALSE,3259962,"Rhamnaceae","Rhamnus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",46.8570805614162,38.2509576507314,3234.74157099069
"Rhamnus glandulosa",7,FALSE,2522982,"Rhamnaceae","Rhamnus",NA,NA,"Woody","Perennial",1,3684.93576702579,"Accepted",2522982,"Rhamnus glandulosa",NA,"Genus in Europe",-16.3111765771485,30.5537818391619,3943.63363676576
"Rhamnus imeretina",5,FALSE,2524992,"Rhamnaceae","Rhamnus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",40.4988006317659,40.0358797736949,2768.53467321346
"Rhamnus punctata",2,FALSE,2522792,"Rhamnaceae","Rhamnus",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",36.735553255614,35.1114448413353,3095.79886080706
"Rhamnus pyrella",1,FALSE,2522788,"Rhamnaceae","Rhamnus",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",35.441648478726,39.0283978298971,2653.64917378203
"Rhamnus utilis",2,FALSE,2522908,"Rhamnaceae","Rhamnus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",118.88044563781,38.7448392813974,7123.16646982841
"Rhamnus virgata",4,FALSE,2522814,"Rhamnaceae","Rhamnus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",86.3550724658333,27.019498523558,6412.52266073387
"Rhaponticum carthamoides",2,FALSE,2929121,"Asteraceae","Rhaponticum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,1991,"Genus in Europe",90.9231975101657,54.0969964745601,4445.7829538477
"Rheum compactum",1,FALSE,2425641,"Polygonaceae","Rheum","Perennial","Non-Woody","Non-Woody","Perennial",1,1700.24108413088,"Accepted",2425641,"Rheum compactum",NA,"Genus in Europe",112.272334339364,54.7208257852731,5416.05729418894
"Rheum macrocarpum",1,FALSE,2425540,"Polygonaceae","Rheum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",69.5648709235283,40.6190717394758,4269.77630657794
"Rheum officinale",4,FALSE,2425521,"Polygonaceae","Rheum","Perennial","Non-Woody","Non-Woody","Perennial",35,69968.4453599219,"Accepted",2425521,"Rheum officinale",1983,"Genus in Europe",109.53258645713,31.4963720370468,7309.94436643726
"Rheum palmatum",4,FALSE,2425567,"Polygonaceae","Rheum","Perennial","Non-Woody","Non-Woody","Perennial",31,52408.9679971143,"Accepted",2425567,"Rheum palmatum",1807,"Genus in Europe",103.076853620306,32.4710086772579,6870.60322218566
"Rheum rhabarbarum",12,FALSE,2425570,"Polygonaceae","Rheum","Perennial","Non-Woody","Non-Woody","Perennial",931,1194017.61067199,"Accepted",2425570,"Rheum rhabarbarum",1790,"Genus in Europe",111.261864520777,45.9405069783773,6108.34656658293
"Rheum ribes",3,FALSE,2425562,"Polygonaceae","Rheum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",48.581688396867,34.4572049539186,3672.34871960442
"Rheum turkestanicum",1,FALSE,2424202,"Polygonaceae","Rheum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",60.0960044300205,40.2985515415209,3758.50559637301
"Rhododendron arborescens",1,FALSE,2418895,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-81.6259772874854,36.4512341631263,6968.97578034802
"Rhododendron atlanticum",1,FALSE,2418919,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-78.9588325201388,36.9507347466641,6784.9995469535
"Rhododendron canadense",1,FALSE,2418978,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",2,2042.74458119161,"Accepted",2418978,"Rhododendron canadense",NA,"Genus in Europe",-70.4041496989659,45.5486237382906,5593.15512422819
"Rhododendron catawbiense",5,FALSE,2423824,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",94,126580.778463962,"Accepted",2423824,"Rhododendron catawbiense",1993,"Genus in Europe",-82.9592005403508,35.8035308290945,7096.67154282134
"Rhododendron caucasicum",5,FALSE,2423779,"Ericaceae","Rhododendron",NA,NA,"Woody","Perennial",3,5536.1334720429,"Accepted",2423779,"Rhododendron caucasicum",NA,"Genus in Europe",41.2733422374216,41.4835691037231,2669.44073920453
"Rhododendron dauricum",1,FALSE,2419620,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",5,9475.22018128773,"Accepted",2419620,"Rhododendron dauricum",NA,"Genus in Europe",113.647149487895,52.384261861144,5670.24197480481
"Rhododendron groenlandicum",3,FALSE,2419369,"Ericaceae","Rhododendron",NA,NA,"Woody","Perennial",30,52117.5335255252,"Accepted",2419369,"Rhododendron groenlandicum",NA,"Genus in Europe",-89.1061688491262,51.3330015187826,6000.25275588827
"Rhododendron indicum",12,FALSE,2419447,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",1,2388.18794295858,"Accepted",2419447,"Rhododendron indicum",NA,"Genus in Europe",138.214120033694,37.9061166876332,8060.8168110573
"Rhododendron japonicum",5,FALSE,2898798,"Ericaceae","Rhododendron",NA,NA,"Woody","Perennial",4,9829.64934418978,"Accepted",2898798,"Rhododendron japonicum",NA,"Genus in Europe",138.214120033694,37.9061166876332,8060.8168110573
"Rhododendron kaempferi",2,FALSE,2418185,"Ericaceae","Rhododendron",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",138.214120033694,37.9061166876332,8060.8168110573
"Rhododendron kiusianum",1,FALSE,2418196,"Ericaceae","Rhododendron",NA,NA,"Woody","Perennial",2,2671.8250608149,"Accepted",2418196,"Rhododendron kiusianum",NA,"Genus in Europe",138.214120033694,37.9061166876332,8060.8168110573
"Rhododendron maximum",1,FALSE,2418069,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",8,8199.18530745659,"Accepted",2418069,"Rhododendron maximum",NA,"Genus in Europe",-77.7192942598321,39.2973846461549,6511.11836217269
"Rhododendron molle",6,FALSE,2418640,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",6,8013.07373485822,"Accepted",2418640,"Rhododendron molle",NA,"Genus in Europe",109.583510487924,28.4712839720955,7590.7314821623
"Rhododendron mucronatum",3,FALSE,2418566,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",1,2527.50519892782,"Accepted",2418566,"Rhododendron mucronatum",NA,"Genus in Europe",138.214120033694,37.9061166876332,8060.8168110573
"Rhododendron occidentale",1,FALSE,2418738,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",3,2574.9794181517,"Accepted",2418738,"Rhododendron occidentale",NA,"Genus in Europe",-120.097445227627,40.6735468812484,8209.38081702886
"Rhododendron oldhamii",1,FALSE,2418682,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",120.960822759505,23.7551272649111,8637.29956649619
"Rhododendron periclymenoides",1,FALSE,2418457,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-79.0915971770248,38.7889292161405,6627.6136788033
"Rhododendron schlippenbachii",1,FALSE,2426919,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",1,1700.24108413089,"Accepted",2426919,"Rhododendron schlippenbachii",NA,"Genus in Europe",128.180876858586,42.3994037243586,7208.64574505686
"Rhododendron simsii",4,FALSE,2427105,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",4,9294.15820518064,"Accepted",2427105,"Rhododendron simsii",NA,"Genus in Europe",106.940140266467,23.3417834401213,7920.15543087633
"Rhododendron × amoenum",1,FALSE,2419262,"Ericaceae","Rhododendron",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",138.214120033694,37.9061166876332,8060.8168110573
"Rhododendron × pulchrum",1,FALSE,2418534,"Ericaceae","Rhododendron","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",138.214120033694,37.9061166876332,8060.8168110573
"Rhus glabra",3,FALSE,2423048,"Anacardiaceae","Rhus","Perennial","Woody","Woody","Perennial",49,91464.170503942,"Accepted",2423048,"Rhus glabra",NA,"Genus in Europe",-92.5292826166108,40.6634480609119,7118.49603317006
"Rhus typhina",14,FALSE,2423458,"Anacardiaceae","Rhus","Perennial","Woody","Woody","Perennial",1621,3091325.61099644,"Accepted",2423458,"Rhus typhina",1780,"Genus in Europe",-79.4972641834287,41.0882414244062,6444.63631584596
"Ribes americanum",5,FALSE,2426143,"Grossulariaceae","Ribes","Perennial","Woody","Woody","Perennial",3,5841.36572209131,"Accepted",2426143,"Ribes americanum",NA,"Genus in Europe",-85.3801872965954,43.3804325403428,6532.97023518228
"Ribes aureum",35,FALSE,2426191,"Grossulariaceae","Ribes","Perennial","Woody","Woody","Perennial",1227,2298592.14733841,"Accepted",2426191,"Ribes aureum",1797,"Genus in Europe",-101.878470505942,42.5427339035794,7351.24739924319
"Ribes burejense",1,FALSE,2426153,"Grossulariaceae","Ribes","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",121.627344684501,43.9695055683321,6772.03012200982
"Ribes diacantha",1,FALSE,2426118,"Grossulariaceae","Ribes",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",118.427515806257,48.7424261882684,6198.02569835244
"Ribes fasciculatum",2,FALSE,2426773,"Grossulariaceae","Ribes","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",118.855044330193,34.2014269921382,7543.35835708672
"Ribes hudsonianum",1,FALSE,2426740,"Grossulariaceae","Ribes","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-108.979032929722,49.1567273728081,6983.2413511683
"Ribes lacustre",1,FALSE,2426852,"Grossulariaceae","Ribes","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-92.0278879161679,46.0174689218296,6602.97793544845
"Ribes oxyacanthoides",2,FALSE,2426487,"Grossulariaceae","Ribes","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-105.103521508515,50.8357032070996,6682.95109551836
"Ribes oxyacanthoides var. irriguum",1,FALSE,2892161,"Grossulariaceae","Ribes","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-118.045888983776,47.6196950025071,7435.42962738318
"Ribes procumbens",1,FALSE,2426499,"Grossulariaceae","Ribes","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",115.356846518579,52.2714209089842,5755.73881616164
"Ribes rotundifolium",2,FALSE,2426646,"Grossulariaceae","Ribes","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-78.1577669227393,38.4748308195173,6606.94681452859
"Ribes sanguineum",24,FALSE,2426680,"Grossulariaceae","Ribes","Perennial","Woody","Woody","Perennial",821,1286636.06222793,"Accepted",2426680,"Ribes sanguineum",1867,"Genus in Europe",-120.051269673824,45.6797049461272,7694.46315123048
"Ribes speciosum",2,FALSE,2426675,"Grossulariaceae","Ribes","Perennial","Woody","Woody","Perennial",6,7234.98043661994,"Accepted",2426675,"Ribes speciosum",NA,"Genus in Europe",-115.53702277376,32.9768083994527,8838.21589267798
"Ribes triste",1,FALSE,2426639,"Grossulariaceae","Ribes","Perennial","Woody","Woody","Perennial",4,8463.62697386443,"Accepted",2426639,"Ribes triste",NA,"Genus in Europe",-27.5075411125786,49.7727412174146,2887.45530619425
"Rindera albida",1,FALSE,2422635,"Boraginaceae","Rindera",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",44.8302533151529,35.8943592319219,3358.94359237117
"Rosa alberti",1,FALSE,2965106,"Rosaceae","Rosa",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",88.5529110642104,43.3816961858629,5128.73141100709
"Rosa arkansana",2,FALSE,2965464,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-98.8551576301247,43.2802183792675,7154.17793707473
"Rosa banksiae",2,FALSE,2965732,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",17,44025.3711741573,"Accepted",2965732,"Rosa banksiae",NA,"Genus in Europe",109.53258645713,31.4963720370468,7309.94436643726
"Rosa beggeriana",2,FALSE,2965775,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",1,1246.94130394017,"Accepted",2965775,"Rosa beggeriana",NA,"Genus in Europe",71.878255999073,38.7651136171421,4555.49880440254
"Rosa blanda",4,FALSE,2965877,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",21,39006.62534843,"Accepted",2965877,"Rosa blanda",1861,"Genus in Europe",-85.6247421958851,45.0939402920195,6392.01462469722
"Rosa boissieri",1,FALSE,2965916,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",44.4727124056012,34.9689369908841,3431.32562050035
"Rosa californica",1,FALSE,2966114,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",9,19206.0201682295,"Accepted",2966114,"Rosa californica",NA,"Genus in Europe",-117.203923118072,36.6421876597401,8525.06915658269
"Rosa carolina",4,FALSE,2967046,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",177,232491.86049055,"Accepted",2967046,"Rosa carolina",1943,"Genus in Europe",-82.6867207083979,39.2952024459771,6766.40110248794
"Rosa carolina subsp. carolina",1,FALSE,3266028,"Rosaceae","Rosa",NA,NA,"Woody","Perennial",177,232491.86049055,"Accepted",3266028,"Rosa carolina subsp. carolina",NA,"Genus in Europe",-82.2511756950077,39.6927407393553,6708.67329328288
"Rosa chinensis",9,FALSE,2902099,"Rosaceae","Rosa",NA,NA,"Woody","Perennial",16,25966.4110855606,"Accepted",2902099,"Rosa chinensis",1935,"Genus in Europe",104.678088301968,28.6410152979675,7306.18986754318
"Rosa davurica",3,FALSE,2968300,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",2,1812.53280240549,"Accepted",2968300,"Rosa davurica",1813,"Genus in Europe",125.830271055578,49.7746308134952,6422.9615716324
"Rosa davurica var. davurica",1,FALSE,3266031,"Rosaceae","Rosa",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",123.579072830034,50.6344138338744,6251.89183654286
"Rosa filipes",1,FALSE,2969193,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",4,8106.17487764988,"Accepted",2969193,"Rosa filipes",1994,"Genus in Europe",100.727037284579,32.6563827293936,6724.07995629933
"Rosa foetida",5,FALSE,2969241,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",82,180706.79295511,"Accepted",2969241,"Rosa foetida",1814,"Genus in Europe",59.2053241647921,35.8537549714229,4092.76040865253
"Rosa kokanica",1,FALSE,2970711,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",73.0198973195528,38.8194905575536,4616.48345222696
"Rosa lucieae",3,FALSE,2970961,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",6,5633.0838451649,"Accepted",2970961,"Rosa lucieae",1905,"Genus in Europe",125.568252204995,30.8720450441186,8187.38012832215
"Rosa macrophylla",1,FALSE,2971089,"Rosaceae","Rosa",NA,NA,"Woody","Perennial",1,2047.19092652487,"Accepted",2971089,"Rosa macrophylla",NA,"Genus in Europe",83.021257499894,30.4688027129193,5911.85896460985
"Rosa moschata",1,FALSE,2971825,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",20,47294.8537710152,"Accepted",2971825,"Rosa moschata",1999,"Genus in Europe",60.1424321191684,33.3385620097415,4368.78445006735
"Rosa moyesii",1,FALSE,2971865,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",25,32051.0066131475,"Accepted",2971865,"Rosa moyesii",1950,"Genus in Europe",99.5572414209562,33.4510747254273,6588.24201628797
"Rosa multiflora",13,FALSE,2971876,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",806,1454354.51194292,"Accepted",2971876,"Rosa multiflora",1890,"Genus in Europe",114.532363496891,33.1348949058993,7422.75995766036
"Rosa multiflora var. multiflora",1,FALSE,3266041,"Rosaceae","Rosa",NA,NA,"Woody","Perennial",806,1454354.51194292,"Accepted",3266041,"Rosa multiflora var. multiflora",NA,"Genus in Europe",122.399283337249,35.5915299156809,7586.71459161639
"Rosa orientalis",1,FALSE,2972283,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",43.4716125096803,36.1864782275279,3268.98347343036
"Rosa palustris",1,FALSE,2972333,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-80.0119653509958,40.2292612887116,6546.9495678911
"Rosa pisocarpa",2,FALSE,2972737,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",-121.394486235375,45.9807878559666,7703.77477387786
"Rosa roxburghii",1,FALSE,2973498,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",3,4508.28642359344,"Accepted",2973498,"Rosa roxburghii",NA,"Genus in Europe",101.9178007716,30.8145870618218,6955.67252280729
"Rosa rugosa",35,FALSE,2902118,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",2607,3919961.23054573,"Accepted",2902118,"Rosa rugosa",1825,"Genus in Europe",134.639385604957,45.039019023809,7221.88844796233
"Rosa setigera",2,FALSE,2974315,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",1,842.916292493836,"Accepted",2974315,"Rosa setigera",1902,"Genus in Europe",-83.8430039504519,38.8152627586493,6867.99992190124
"Rosa soulieana",2,FALSE,2974457,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",100.039566365614,29.1315967855399,7002.76453058259
"Rosa turkestanica",2,FALSE,2975594,"Rosaceae","Rosa",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe",67.3321844847297,48.4397175871306,3543.25399421832
"Rosa virginiana",3,FALSE,2975950,"Rosaceae","Rosa","Perennial","Woody","Woody","Perennial",181,257103.202856032,"Accepted",2975950,"Rosa virginiana",1805,"Genus in Europe",-74.8919289984766,42.8528116223991,6054.03132856588
