"taxon_name","n","native_to_europe","wcvp_accepted_id","family","genus"
"Rhododendron ferrugineum",14,TRUE,2419736,"Ericaceae","Rhododendron"
"Rhododendron groenlandicum",3,FALSE,2419369,"Ericaceae","Rhododendron"
"Rhododendron hirsutum",9,TRUE,2419508,"Ericaceae","Rhododendron"
"Rhododendron indicum",12,FALSE,2419447,"Ericaceae","Rhododendron"
"Rhododendron japonicum",5,FALSE,2898798,"Ericaceae","Rhododendron"
"Rhododendron kaempferi",2,FALSE,2418185,"Ericaceae","Rhododendron"
"Rhododendron kiusianum",1,FALSE,2418196,"Ericaceae","Rhododendron"
"Rhododendron lapponicum",1,TRUE,2417964,"Ericaceae","Rhododendron"
"Rhododendron luteum",9,TRUE,2418058,"Ericaceae","Rhododendron"
"Rhododendron maximum",1,FALSE,2418069,"Ericaceae","Rhododendron"
"Rhododendron molle",6,FALSE,2418640,"Ericaceae","Rhododendron"
"Rhododendron mucronatum",3,FALSE,2418566,"Ericaceae","Rhododendron"
"Rhododendron occidentale",1,FALSE,2418738,"Ericaceae","Rhododendron"
"Rhododendron oldhamii",1,FALSE,2418682,"Ericaceae","Rhododendron"
"Rhododendron periclymenoides",1,FALSE,2418457,"Ericaceae","Rhododendron"
"Rhododendron ponticum",22,TRUE,2418394,"Ericaceae","Rhododendron"
"Rhododendron ponticum subsp. baeticum",4,TRUE,2898406,"Ericaceae","Rhododendron"
"Rhododendron ponticum subsp. ponticum",1,TRUE,3258214,"Ericaceae","Rhododendron"
"Rhododendron schlippenbachii",1,FALSE,2426919,"Ericaceae","Rhododendron"
"Rhododendron simsii",4,FALSE,2427105,"Ericaceae","Rhododendron"
"Rhododendron tomentosum",35,TRUE,2427484,"Ericaceae","Rhododendron"
"Rhododendron × amoenum",1,FALSE,2419262,"Ericaceae","Rhododendron"
"Rhododendron × intermedium",2,TRUE,2419423,"Ericaceae","Rhododendron"
"Rhododendron × pulchrum",1,FALSE,2418534,"Ericaceae","Rhododendron"
"Rhodothamnus chamaecistus",1,TRUE,2427321,"Ericaceae","Rhodothamnus"
"Rhodotypos scandens",1,FALSE,2964540,"Rosaceae","Rhodotypos"
"Rhopalostylis baueri",1,FALSE,178299,"Arecaceae","Rhopalostylis"
"Rhopalostylis sapida",4,FALSE,178303,"Arecaceae","Rhopalostylis"
"Rhus coriaria",16,TRUE,2422872,"Anacardiaceae","Rhus"
"Rhus glabra",3,FALSE,2423048,"Anacardiaceae","Rhus"
"Rhus typhina",14,FALSE,2423458,"Anacardiaceae","Rhus"
"Rhynchocorys elephas",1,TRUE,2527963,"Orobanchaceae","Rhynchocorys"
"Rhynchospora alba",8,TRUE,261498,"Cyperaceae","Rhynchospora"
"Rhynchospora fusca",1,TRUE,261808,"Cyperaceae","Rhynchospora"
"Rhynchospora modesti-lucennoi",1,TRUE,262031,"Cyperaceae","Rhynchospora"
"Ribes alpinum",58,TRUE,2426163,"Grossulariaceae","Ribes"
"Ribes americanum",5,FALSE,2426143,"Grossulariaceae","Ribes"
"Ribes aureum",35,FALSE,2426191,"Grossulariaceae","Ribes"
"Ribes burejense",1,FALSE,2426153,"Grossulariaceae","Ribes"
"Ribes diacantha",1,FALSE,2426118,"Grossulariaceae","Ribes"
"Ribes fasciculatum",2,FALSE,2426773,"Grossulariaceae","Ribes"
"Ribes hudsonianum",1,FALSE,2426740,"Grossulariaceae","Ribes"
"Ribes lacustre",1,FALSE,2426852,"Grossulariaceae","Ribes"
"Ribes nigrum",77,TRUE,2426569,"Grossulariaceae","Ribes"
"Ribes oxyacanthoides",2,FALSE,2426487,"Grossulariaceae","Ribes"
"Ribes oxyacanthoides var. irriguum",1,FALSE,2892161,"Grossulariaceae","Ribes"
"Ribes petraeum",9,TRUE,2426521,"Grossulariaceae","Ribes"
"Ribes procumbens",1,FALSE,2426499,"Grossulariaceae","Ribes"
"Ribes rotundifolium",2,FALSE,2426646,"Grossulariaceae","Ribes"
"Ribes rubrum",82,TRUE,2426658,"Grossulariaceae","Ribes"
"Ribes sanguineum",24,FALSE,2426680,"Grossulariaceae","Ribes"
"Ribes speciosum",2,FALSE,2426675,"Grossulariaceae","Ribes"
"Ribes spicatum",8,TRUE,2426685,"Grossulariaceae","Ribes"
"Ribes triste",1,FALSE,2426639,"Grossulariaceae","Ribes"
"Ribes uva-crispa",77,TRUE,2426619,"Grossulariaceae","Ribes"
"Ribes × pallidum",1,TRUE,2426471,"Grossulariaceae","Ribes"
"Ricinus communis",30,FALSE,178867,"Euphorbiaceae","Ricinus"
"Ridolfia segetum",4,TRUE,2421971,"Apiaceae","Ridolfia"
"Rindera albida",1,FALSE,2422635,"Boraginaceae","Rindera"
"Rindera tetraspis",2,TRUE,2422790,"Boraginaceae","Rindera"
"Robinia hispida",4,FALSE,2428460,"Fabaceae","Robinia"
"Robinia neomexicana",2,FALSE,2428499,"Fabaceae","Robinia"
"Robinia pseudoacacia",108,FALSE,2428246,"Fabaceae","Robinia"
"Robinia viscosa",3,FALSE,2428178,"Fabaceae","Robinia"
"Rochelia disperma",7,TRUE,2420959,"Boraginaceae","Rochelia"
"Rochelia retorta",1,TRUE,2898462,"Boraginaceae","Rochelia"
"Roemeria apula",1,TRUE,3295580,"Papaveraceae","Roemeria"
"Roemeria argemone",14,TRUE,2425878,"Papaveraceae","Roemeria"
"Roemeria hybrida",3,TRUE,2425876,"Papaveraceae","Roemeria"
"Roemeria sicula",14,TRUE,3284881,"Papaveraceae","Roemeria"
"Roldana petasitis",2,FALSE,3078570,"Asteraceae","Roldana"
"Rorippa amphibia",46,TRUE,2417224,"Brassicaceae","Rorippa"
"Rorippa austriaca",11,TRUE,2417262,"Brassicaceae","Rorippa"
"Rorippa brachycarpa",1,TRUE,2417366,"Brassicaceae","Rorippa"
"Rorippa islandica",8,TRUE,2417297,"Brassicaceae","Rorippa"
"Rorippa kerneri",1,TRUE,2417243,"Brassicaceae","Rorippa"
"Rorippa palustris",22,TRUE,2417173,"Brassicaceae","Rorippa"
"Rorippa pyrenaica",3,TRUE,2417150,"Brassicaceae","Rorippa"
"Rorippa sylvestris",27,TRUE,2417195,"Brassicaceae","Rorippa"
"Rorippa × anceps",2,TRUE,2417186,"Brassicaceae","Rorippa"
"Rorippa × armoracioides",1,TRUE,2417241,"Brassicaceae","Rorippa"
"Rosa acicularis",11,TRUE,2964641,"Rosaceae","Rosa"
"Rosa agrestis",11,TRUE,2964990,"Rosaceae","Rosa"
"Rosa alberti",1,FALSE,2965106,"Rosaceae","Rosa"
"Rosa arkansana",2,FALSE,2965464,"Rosaceae","Rosa"
"Rosa arvensis",13,TRUE,2965490,"Rosaceae","Rosa"
"Rosa balsamica",5,TRUE,2965729,"Rosaceae","Rosa"
"Rosa banksiae",2,FALSE,2965732,"Rosaceae","Rosa"
"Rosa beggeriana",2,FALSE,2965775,"Rosaceae","Rosa"
"Rosa blanda",4,FALSE,2965877,"Rosaceae","Rosa"
"Rosa boissieri",1,FALSE,2965916,"Rosaceae","Rosa"
"Rosa caesia",6,TRUE,2966064,"Rosaceae","Rosa"
"Rosa californica",1,FALSE,2966114,"Rosaceae","Rosa"
"Rosa canina",196,TRUE,2921968,"Rosaceae","Rosa"
"Rosa carolina",4,FALSE,2967046,"Rosaceae","Rosa"
"Rosa carolina subsp. carolina",1,FALSE,3266028,"Rosaceae","Rosa"
"Rosa chinensis",9,FALSE,2902099,"Rosaceae","Rosa"
"Rosa cinnamomea",25,TRUE,2967368,"Rosaceae","Rosa"
"Rosa corymbifera",14,TRUE,2968137,"Rosaceae","Rosa"
"Rosa davurica",3,FALSE,2968300,"Rosaceae","Rosa"
"Rosa davurica var. davurica",1,FALSE,3266031,"Rosaceae","Rosa"
"Rosa dumalis",15,TRUE,2968467,"Rosaceae","Rosa"
"Rosa filipes",1,FALSE,2969193,"Rosaceae","Rosa"
"Rosa foetida",5,FALSE,2969241,"Rosaceae","Rosa"
"Rosa gallica",24,TRUE,2969349,"Rosaceae","Rosa"
"Rosa glauca",26,TRUE,2969620,"Rosaceae","Rosa"
"Rosa gorenkensis",1,TRUE,2969966,"Rosaceae","Rosa"
"Rosa inodora",5,TRUE,2970451,"Rosaceae","Rosa"
"Rosa kokanica",1,FALSE,2970711,"Rosaceae","Rosa"
"Rosa lucieae",3,FALSE,2970961,"Rosaceae","Rosa"
"Rosa macrophylla",1,FALSE,2971089,"Rosaceae","Rosa"
"Rosa marginata",7,TRUE,2971166,"Rosaceae","Rosa"
"Rosa micrantha",8,TRUE,2971248,"Rosaceae","Rosa"
"Rosa mollis",5,TRUE,2971497,"Rosaceae","Rosa"
"Rosa montana",6,TRUE,2971743,"Rosaceae","Rosa"
"Rosa moschata",1,FALSE,2971825,"Rosaceae","Rosa"
"Rosa moyesii",1,FALSE,2971865,"Rosaceae","Rosa"
"Rosa multiflora",13,FALSE,2971876,"Rosaceae","Rosa"
"Rosa multiflora var. multiflora",1,FALSE,3266041,"Rosaceae","Rosa"
"Rosa orientalis",1,FALSE,2972283,"Rosaceae","Rosa"
"Rosa palustris",1,FALSE,2972333,"Rosaceae","Rosa"
"Rosa pendulina",36,TRUE,2921967,"Rosaceae","Rosa"
"Rosa phoenicia",2,TRUE,2972571,"Rosaceae","Rosa"
"Rosa pisocarpa",2,FALSE,2972737,"Rosaceae","Rosa"
"Rosa pouzinii",10,TRUE,2972935,"Rosaceae","Rosa"
"Rosa pulverulenta",5,TRUE,2973158,"Rosaceae","Rosa"
"Rosa roxburghii",1,FALSE,2973498,"Rosaceae","Rosa"
"Rosa rubiginosa",34,TRUE,2973528,"Rosaceae","Rosa"
"Rosa rugosa",35,FALSE,2902118,"Rosaceae","Rosa"
"Rosa sempervirens",9,TRUE,2974102,"Rosaceae","Rosa"
"Rosa serafinii",3,TRUE,2974254,"Rosaceae","Rosa"
"Rosa setigera",2,FALSE,2974315,"Rosaceae","Rosa"
"Rosa sherardii",5,TRUE,2974333,"Rosaceae","Rosa"
"Rosa soulieana",2,FALSE,2974457,"Rosaceae","Rosa"
"Rosa spinosissima",53,TRUE,2974505,"Rosaceae","Rosa"
"Rosa stylosa",4,TRUE,2974732,"Rosaceae","Rosa"
"Rosa tomentosa",24,TRUE,2975180,"Rosaceae","Rosa"
"Rosa turcica",1,TRUE,2975591,"Rosaceae","Rosa"
"Rosa turkestanica",2,FALSE,2975594,"Rosaceae","Rosa"
"Rosa villosa",22,TRUE,2975792,"Rosaceae","Rosa"
"Rosa virginiana",3,FALSE,2975950,"Rosaceae","Rosa"
"Rosa woodsii subsp. manca",1,FALSE,2976250,"Rosaceae","Rosa"
"Rosa × alba",5,TRUE,2965077,"Rosaceae","Rosa"
"Rosa × kosinsciana",1,TRUE,2970728,"Rosaceae","Rosa"
"Rosa × subcanina",3,TRUE,2974847,"Rosaceae","Rosa"
"Rostraria cristata",25,TRUE,439519,"Poaceae","Rostraria"
"Rostraria pumila",1,TRUE,439538,"Poaceae","Rostraria"
"Rostraria rohlfsii",1,FALSE,439541,"Poaceae","Rostraria"
"Roystonea borinquena",1,FALSE,180134,"Arecaceae","Roystonea"
"Roystonea regia",1,FALSE,180149,"Arecaceae","Roystonea"
"Rubia agostinhoi",1,FALSE,180176,"Rubiaceae","Rubia"
"Rubia fruticosa",17,FALSE,180273,"Rubiaceae","Rubia"
"Rubia peregrina",19,TRUE,180363,"Rubiaceae","Rubia"
"Rubia peregrina subsp. peregrina",1,TRUE,3296877,"Rubiaceae","Rubia"
"Rubia tenuifolia",1,TRUE,180416,"Rubiaceae","Rubia"
"Rubia tinctorum",9,TRUE,180430,"Rubiaceae","Rubia"
"Rubus amphistrophos",1,TRUE,2976796,"Rosaceae","Rubus"
"Rubus angustipaniculatus",1,TRUE,2976878,"Rosaceae","Rubus"
"Rubus apricus",3,TRUE,2976973,"Rosaceae","Rubus"
"Rubus arcticus",10,TRUE,2976997,"Rosaceae","Rubus"
"Rubus arcticus subsp. stellatus",1,FALSE,2977011,"Rosaceae","Rubus"
"Rubus axillaris",1,TRUE,2977314,"Rosaceae","Rubus"
"Rubus balatonicus",1,TRUE,2977352,"Rosaceae","Rubus"
"Rubus bifrons",6,TRUE,2977529,"Rosaceae","Rubus"
"Rubus bloxamii",1,TRUE,2977582,"Rosaceae","Rubus"
"Rubus bollei",5,FALSE,2977602,"Rosaceae","Rubus"
"Rubus brigantinus",1,TRUE,2977744,"Rosaceae","Rubus"
"Rubus caesius",91,TRUE,2977789,"Rosaceae","Rubus"
"Rubus canadensis",1,FALSE,2978026,"Rosaceae","Rubus"
"Rubus canescens",17,TRUE,2978091,"Rosaceae","Rubus"
"Rubus chamaemorus",23,TRUE,2978282,"Rosaceae","Rubus"
"Rubus chloocladus",2,TRUE,2978317,"Rosaceae","Rubus"
"Rubus constrictus",2,TRUE,2978652,"Rosaceae","Rubus"
"Rubus creticus",18,TRUE,3036147,"Rosaceae","Rubus"
"Rubus echinatus",1,TRUE,2979569,"Rosaceae","Rubus"
"Rubus egregius",1,TRUE,2979599,"Rosaceae","Rubus"
"Rubus fissus",1,TRUE,2980035,"Rosaceae","Rubus"
"Rubus fruticosus",189,TRUE,2980303,"Rosaceae","Rubus"
"Rubus fuscoater",1,TRUE,2980481,"Rosaceae","Rubus"
"Rubus fuscus",1,TRUE,2980511,"Rosaceae","Rubus"
"Rubus grabowskii",7,TRUE,2980870,"Rosaceae","Rubus"
"Rubus gracilis",4,TRUE,2980884,"Rosaceae","Rubus"
"Rubus gratus",1,TRUE,2980965,"Rosaceae","Rubus"
"Rubus gremlii",1,TRUE,2980988,"Rosaceae","Rubus"
"Rubus hartmanii",1,TRUE,2981132,"Rosaceae","Rubus"
"Rubus henriquesii",2,TRUE,2981345,"Rosaceae","Rubus"
"Rubus hirtus",14,TRUE,2981451,"Rosaceae","Rubus"
"Rubus hochstetterorum",1,FALSE,2981817,"Rosaceae","Rubus"
"Rubus idaeus",206,TRUE,2982071,"Rosaceae","Rubus"
"Rubus idaeus subsp. strigosus",1,TRUE,2982176,"Rosaceae","Rubus"
"Rubus lanuginosus",1,FALSE,2982940,"Rosaceae","Rubus"
"Rubus liubensis",1,TRUE,2983266,"Rosaceae","Rubus"
"Rubus longithyrsiger",1,TRUE,2983336,"Rosaceae","Rubus"
"Rubus macrophyllus",2,TRUE,2983473,"Rosaceae","Rubus"
"Rubus montanus",1,TRUE,2984164,"Rosaceae","Rubus"
"Rubus nemophilus",2,TRUE,2984410,"Rosaceae","Rubus"
"Rubus nemorosus",3,TRUE,2984441,"Rosaceae","Rubus"
"Rubus nigricans",1,TRUE,3240183,"Rosaceae","Rubus"
"Rubus occidentalis",2,FALSE,2984756,"Rosaceae","Rubus"
"Rubus odoratus",4,FALSE,2984798,"Rosaceae","Rubus"
"Rubus pannosus",1,TRUE,2985134,"Rosaceae","Rubus"
"Rubus parviflorus",1,FALSE,2985176,"Rosaceae","Rubus"
"Rubus pedunculosus",2,FALSE,2985304,"Rosaceae","Rubus"
"Rubus perplexus",3,TRUE,2985399,"Rosaceae","Rubus"
"Rubus persicus",2,FALSE,2985411,"Rosaceae","Rubus"
"Rubus phoenicolasius",1,FALSE,2985460,"Rosaceae","Rubus"
"Rubus polonicus",9,TRUE,3036146,"Rosaceae","Rubus"
"Rubus praecox",2,TRUE,2914922,"Rosaceae","Rubus"
"Rubus pyramidatus",1,TRUE,2986411,"Rosaceae","Rubus"
"Rubus questieri",1,TRUE,2986439,"Rosaceae","Rubus"
"Rubus radula",5,TRUE,2986492,"Rosaceae","Rubus"
"Rubus rhombifolius",1,TRUE,2986768,"Rosaceae","Rubus"
"Rubus rudis",1,TRUE,2987208,"Rosaceae","Rubus"
"Rubus salzmannii",1,TRUE,2987359,"Rosaceae","Rubus"
"Rubus saxatilis",22,TRUE,2987398,"Rosaceae","Rubus"
"Rubus seebergensis",3,TRUE,2987763,"Rosaceae","Rubus"
"Rubus serpens",1,TRUE,2988018,"Rosaceae","Rubus"
"Rubus serrae",1,FALSE,2988223,"Rosaceae","Rubus"
"Rubus silesiacus",3,TRUE,2988288,"Rosaceae","Rubus"
"Rubus silvaticus",1,TRUE,2988311,"Rosaceae","Rubus"
"Rubus spectabilis",6,FALSE,2988426,"Rosaceae","Rubus"
"Rubus sprengelii",1,TRUE,2988488,"Rosaceae","Rubus"
"Rubus styriacus",1,TRUE,2988620,"Rosaceae","Rubus"
"Rubus sulcatus",4,TRUE,2904274,"Rosaceae","Rubus"
"Rubus ulmifolius",72,TRUE,2989693,"Rosaceae","Rubus"
"Rubus umbrosus",1,TRUE,2989922,"Rosaceae","Rubus"
"Rubus ursinus",8,FALSE,2989958,"Rosaceae","Rubus"
"Rubus vagabundus",1,TRUE,2989990,"Rosaceae","Rubus"
"Rubus vatavensis",2,TRUE,3237202,"Rosaceae","Rubus"
"Rubus vestitus",1,TRUE,2990136,"Rosaceae","Rubus"
"Rubus vigoi",1,TRUE,2990212,"Rosaceae","Rubus"
"Rubus wimmerianus",2,TRUE,2990620,"Rosaceae","Rubus"
"Rubus × thuillieri",1,TRUE,2989157,"Rosaceae","Rubus"
"Rudbeckia fulgida",2,FALSE,2928986,"Asteraceae","Rudbeckia"
"Rudbeckia hirta",4,FALSE,3123624,"Asteraceae","Rudbeckia"
"Rudbeckia laciniata",5,FALSE,3123636,"Asteraceae","Rudbeckia"
"Rudbeckia nitida",2,FALSE,3123654,"Asteraceae","Rudbeckia"
"Ruellia elegans",1,FALSE,2421363,"Acanthaceae","Ruellia"
"Rumex acetosa",112,TRUE,2424198,"Polygonaceae","Rumex"
"Rumex acetosella",126,TRUE,2424185,"Polygonaceae","Rumex"
"Rumex acetosella subsp. acetosella",1,TRUE,3258347,"Polygonaceae","Rumex"
"Rumex acetosella subsp. acetoselloides",1,TRUE,2424186,"Polygonaceae","Rumex"
"Rumex acetosella subsp. angiocarpus",10,TRUE,2873158,"Polygonaceae","Rumex"
"Rumex alpinus",23,TRUE,2424141,"Polygonaceae","Rumex"
"Rumex altissimus",2,FALSE,2424125,"Polygonaceae","Rumex"
"Rumex angustifolius",2,FALSE,2424132,"Polygonaceae","Rumex"
"Rumex aquaticus",20,TRUE,2424118,"Polygonaceae","Rumex"
"Rumex arifolius",19,TRUE,2424158,"Polygonaceae","Rumex"
"Rumex bipinnatus",1,FALSE,2424305,"Polygonaceae","Rumex"
"Rumex britannica",1,FALSE,2424341,"Polygonaceae","Rumex"
"Rumex bucephalophorus",10,TRUE,2424356,"Polygonaceae","Rumex"
"Rumex chrysocarpos",1,FALSE,2424270,"Polygonaceae","Rumex"
"Rumex confertus",10,TRUE,2424243,"Polygonaceae","Rumex"
"Rumex conglomeratus",33,TRUE,2424254,"Polygonaceae","Rumex"
"Rumex crispus",90,TRUE,2424294,"Polygonaceae","Rumex"
"Rumex crispus subsp. uliginosus",1,TRUE,2424300,"Polygonaceae","Rumex"
"Rumex cristatus",2,TRUE,2424279,"Polygonaceae","Rumex"
"Rumex dentatus",2,TRUE,2423932,"Polygonaceae","Rumex"
"Rumex hydrolapathum",34,TRUE,2424106,"Polygonaceae","Rumex"
"Rumex hymenosepalus",2,FALSE,2424101,"Polygonaceae","Rumex"
"Rumex induratus",5,TRUE,2424079,"Polygonaceae","Rumex"
"Rumex japonicus",1,FALSE,2423999,"Polygonaceae","Rumex"
"Rumex longifolius",16,TRUE,2424014,"Polygonaceae","Rumex"
"Rumex lunaria",47,FALSE,2424711,"Polygonaceae","Rumex"
"Rumex maderensis",10,FALSE,2424722,"Polygonaceae","Rumex"
"Rumex maritimus",20,TRUE,2424694,"Polygonaceae","Rumex"
"Rumex mexicanus",1,FALSE,2424698,"Polygonaceae","Rumex"
"Rumex nivalis",2,TRUE,2424655,"Polygonaceae","Rumex"
"Rumex obtusifolius",65,TRUE,2424630,"Polygonaceae","Rumex"
"Rumex obtusifolius subsp. subalpinus",2,TRUE,2869553,"Polygonaceae","Rumex"
"Rumex olympicus",1,FALSE,2424638,"Polygonaceae","Rumex"
"Rumex palustris",9,TRUE,2424686,"Polygonaceae","Rumex"
"Rumex papillaris",3,TRUE,2424684,"Polygonaceae","Rumex"
"Rumex patientia",19,TRUE,2424661,"Polygonaceae","Rumex"
"Rumex pictus",1,FALSE,2424842,"Polygonaceae","Rumex"
"Rumex pseudonatronatus",2,TRUE,2424835,"Polygonaceae","Rumex"
"Rumex pulcher",24,TRUE,2424875,"Polygonaceae","Rumex"
"Rumex pulcher subsp. woodsii",1,TRUE,2869551,"Polygonaceae","Rumex"
"Rumex roseus",7,FALSE,2424872,"Polygonaceae","Rumex"
"Rumex rugosus",3,TRUE,2424780,"Polygonaceae","Rumex"
"Rumex rupestris",1,TRUE,2424782,"Polygonaceae","Rumex"
"Rumex sanguineus",18,TRUE,2424767,"Polygonaceae","Rumex"
"Rumex scutatus",40,TRUE,2424805,"Polygonaceae","Rumex"
"Rumex scutatus subsp. scutatus",1,TRUE,3258359,"Polygonaceae","Rumex"
"Rumex simpliciflorus",1,FALSE,2418331,"Polygonaceae","Rumex"
"Rumex spinosus",13,TRUE,2418341,"Polygonaceae","Rumex"
"Rumex stenophyllus",6,TRUE,2418316,"Polygonaceae","Rumex"
"Rumex suffruticosus",1,TRUE,2418233,"Polygonaceae","Rumex"
"Rumex thyrsiflorus",19,TRUE,2418220,"Polygonaceae","Rumex"
"Rumex thyrsoides",3,TRUE,2418222,"Polygonaceae","Rumex"
"Rumex tmoleus",1,FALSE,2424802,"Polygonaceae","Rumex"
"Rumex triangulivalvis",5,FALSE,2424458,"Polygonaceae","Rumex"
"Rumex tuberosus",3,TRUE,2424437,"Polygonaceae","Rumex"
"Rumex tuberosus subsp. turcomanicus",1,FALSE,3235295,"Polygonaceae","Rumex"
"Rumex vesicarius",8,FALSE,2424478,"Polygonaceae","Rumex"
"Rumex × acutus",1,TRUE,2424224,"Polygonaceae","Rumex"
"Rumex × heterophyllus",2,TRUE,2424054,"Polygonaceae","Rumex"
"Rumex × hybridus",1,TRUE,2424103,"Polygonaceae","Rumex"
"Ruppia cirrhosa",1,TRUE,286898,"Ruppiaceae","Ruppia"
"Ruppia maritima",3,TRUE,308804,"Ruppiaceae","Ruppia"
"Ruscus aculeatus",8,TRUE,286704,"Asparagaceae","Ruscus"
"Ruscus hypoglossum",2,TRUE,286774,"Asparagaceae","Ruscus"
"Ruta angustifolia",3,TRUE,2527510,"Rutaceae","Ruta"
"Ruta chalepensis",5,TRUE,2527496,"Rutaceae","Ruta"
"Ruta corsica",1,TRUE,2527505,"Rutaceae","Ruta"
"Ruta graveolens",12,TRUE,2527408,"Rutaceae","Ruta"
"Ruta montana",6,TRUE,2527405,"Rutaceae","Ruta"
"Ruta oreojasme",1,FALSE,2527410,"Rutaceae","Ruta"
"Ruta pinnata",1,FALSE,2527452,"Rutaceae","Ruta"
"Sabulina austriaca",3,TRUE,2485221,"Caryophyllaceae","Sabulina"
"Sabulina foliosa",1,FALSE,2998613,"Caryophyllaceae","Sabulina"
"Sabulina juniperina",1,TRUE,2998549,"Caryophyllaceae","Sabulina"
"Sabulina tenuifolia subsp. tenuifolia",4,TRUE,3259292,"Caryophyllaceae","Sabulina"
"Sabulina verna",8,TRUE,2485159,"Caryophyllaceae","Sabulina"
"Sabulina villarii",1,TRUE,2485170,"Caryophyllaceae","Sabulina"
"Saccharum officinarum",17,FALSE,439977,"Poaceae","Saccharum"
"Saccharum spontaneum",1,TRUE,440049,"Poaceae","Saccharum"
"Sagina apetala",2,TRUE,2485158,"Caryophyllaceae","Sagina"
"Sagina decumbens subsp. occidentalis",1,FALSE,2485331,"Caryophyllaceae","Sagina"
"Sagina maritima",1,TRUE,2485351,"Caryophyllaceae","Sagina"
"Sagina nivalis",2,TRUE,2485245,"Caryophyllaceae","Sagina"
"Sagina nodosa",2,TRUE,2485255,"Caryophyllaceae","Sagina"
"Sagina procumbens",6,TRUE,2485289,"Caryophyllaceae","Sagina"
"Sagina saginoides",1,TRUE,2485284,"Caryophyllaceae","Sagina"
"Sagina × media",1,TRUE,2485320,"Caryophyllaceae","Sagina"
"Sagittaria latifolia",1,FALSE,287247,"Alismataceae","Sagittaria"
"Sagittaria montevidensis",1,FALSE,287438,"Alismataceae","Sagittaria"
"Sagittaria natans",2,TRUE,309058,"Alismataceae","Sagittaria"
"Sagittaria sagittifolia",8,TRUE,287474,"Alismataceae","Sagittaria"
"Sagittaria trifolia",1,TRUE,287453,"Alismataceae","Sagittaria"
"Salicornia europaea",12,TRUE,2480947,"Amaranthaceae","Salicornia"
"Salicornia fruticosa",17,TRUE,2480950,"Amaranthaceae","Salicornia"
"Salicornia perennans",1,TRUE,2480880,"Amaranthaceae","Salicornia"
"Salicornia perennans subsp. perennans",3,TRUE,3259202,"Amaranthaceae","Salicornia"
"Salicornia perennis",4,TRUE,2480881,"Amaranthaceae","Salicornia"
"Salicornia procumbens",1,TRUE,2480888,"Amaranthaceae","Salicornia"
"Salicornia procumbens subsp. procumbens",2,TRUE,3259204,"Amaranthaceae","Salicornia"
"Salix acmophylla",2,FALSE,2918931,"Salicaceae","Salix"
"Salix acutifolia",13,TRUE,2918788,"Salicaceae","Salix"
"Salix aegyptiaca",8,FALSE,2918781,"Salicaceae","Salix"
"Salix alba",317,TRUE,2918804,"Salicaceae","Salix"
"Salix alpina",4,TRUE,2918598,"Salicaceae","Salix"
"Salix amplexicaulis",3,TRUE,2918604,"Salicaceae","Salix"
"Salix apennina",10,TRUE,2918575,"Salicaceae","Salix"
"Salix appendiculata",32,TRUE,2921645,"Salicaceae","Salix"
"Salix arbuscula",13,TRUE,2918673,"Salicaceae","Salix"
"Salix atrocinerea",72,TRUE,2918632,"Salicaceae","Salix"
"Salix aurita",236,TRUE,2918622,"Salicaceae","Salix"
"Salix babylonica",101,FALSE,2921604,"Salicaceae","Salix"
"Salix bebbiana",3,TRUE,2918866,"Salicaceae","Salix"
"Salix breviserrata",5,TRUE,2919057,"Salicaceae","Salix"
"Salix caesia",5,TRUE,2917156,"Salicaceae","Salix"
"Salix cantabrica",5,TRUE,2919219,"Salicaceae","Salix"
"Salix caprea",534,TRUE,2919210,"Salicaceae","Salix"
"Salix cinerea",274,TRUE,2919014,"Salicaceae","Salix"
"Salix daphnoides",46,TRUE,2919032,"Salicaceae","Salix"
"Salix eleagnos",103,TRUE,2917943,"Salicaceae","Salix"
"Salix eriocephala",3,FALSE,2917961,"Salicaceae","Salix"
"Salix euxina",3,FALSE,2921746,"Salicaceae","Salix"
"Salix excelsa",6,FALSE,2918084,"Salicaceae","Salix"
"Salix foetida",11,TRUE,2918037,"Salicaceae","Salix"
"Salix glabra",15,TRUE,2917699,"Salicaceae","Salix"
"Salix glauca",28,TRUE,2917842,"Salicaceae","Salix"
"Salix glauca f. cordifolia",1,FALSE,3242094,"Salicaceae","Salix"
"Salix glauca var. villosa",9,FALSE,2920906,"Salicaceae","Salix"
"Salix gmelinii",30,TRUE,2921578,"Salicaceae","Salix"
"Salix hastata",28,TRUE,2917902,"Salicaceae","Salix"
"Salix hegetschweileri",4,TRUE,2921610,"Salicaceae","Salix"
"Salix helvetica",15,TRUE,2917911,"Salicaceae","Salix"
"Salix herbacea",20,TRUE,2917929,"Salicaceae","Salix"
"Salix integra",8,FALSE,2918514,"Salicaceae","Salix"
"Salix laggeri",2,TRUE,2918202,"Salicaceae","Salix"
"Salix lanata",18,TRUE,2918182,"Salicaceae","Salix"
"Salix lapponum",48,TRUE,2918184,"Salicaceae","Salix"
"Salix lasiolepis",1,FALSE,2918189,"Salicaceae","Salix"
"Salix magnifica",1,FALSE,2920296,"Salicaceae","Salix"
"Salix melanopsis",2,FALSE,2920202,"Salicaceae","Salix"
"Salix mielichhoferi",1,TRUE,2920231,"Salicaceae","Salix"
"Salix mucronata",1,FALSE,2919847,"Salicaceae","Salix"
