"species","usageKey"
"Lathyrus vernus",5356704
"Launaea arborescens",3144854
"Launaea fragilis",3144787
"Launaea lanifera",3144842
"Launaea nudicaulis",3144742
"Laurus azorica",7304543
"Laurus nobilis",3034015
"Laurus novocanariensis",4177599
"Lavandula angustifolia",2927305
"Lavandula canariensis",7307851
"Lavandula dentata",7307829
"Lavandula latifolia",2927304
"Lavandula minutolii",3891221
"Lavandula multifida",3891203
"Lavandula pedunculata",7307760
"Lavandula pedunculata subsp. sampaioana",7307760
"Lavandula pinnata",7894021
"Lavandula stoechas",2927303
"Lavandula × intermedia",12021612
"Lawsonia inermis",5420912
"Lecokia cretica",3629141
"Leersia oryzoides",2702905
"Legousia hybrida",3158788
"Legousia speculum-veneris",8022456
"Leiotulus dasyanthus",3628730
"Leiotulus involucratus",3628724
"Lemna gibba",2867569
"Lemna minor",2867589
"Leontice leontopetalum",7944367
"Leontodon asperrimus",7711577
"Leontodon berinii",3137423
"Leontodon biscutellifolius",3137554
"Leontodon crispus",3137536
"Leontodon graecus",3137483
"Leontodon hirtus",3137445
"Leontodon hispidus",3137498
"Leontodon hispidus subsp. hastilis",3137498
"Leontodon hispidus subsp. montanus",4253689
"Leontodon hyoseroides",3137478
"Leontodon incanus",3137493
"Leontodon maroccanus",3137473
"Leontodon rothii",4253101
"Leontodon saxatilis",3065
"Leontodon tenuiflorus",3137486
"Leontodon tuberosus",4252823
"Leontopodium leontopodioides",3140679
"Leontopodium nivale subsp. alpinum",4252246
"Leontopodium palibinianum",3140661
"Leonurus cardiaca",5341389
"Leonurus glaucescens",7307558
"Leonurus quinquelobatus",7307492
"Lepidium apetalum",5376835
"Lepidium campestre",7703116
"Lepidium cartilagineum",5376701
"Lepidium cartilagineum subsp. cartilagineum",5376707
"Lepidium coronopifolium",11172805
"Lepidium coronopus",5376627
"Lepidium densiflorum",5377064
"Lepidium didymum",5377060
"Lepidium draba",5376961
"Lepidium graminifolium",5376994
"Lepidium heterophyllum",5376846
"Lepidium hirtum",5376874
"Lepidium hirtum subsp. oxyotum",5376875
"Lepidium hirtum subsp. petrophilum",5376893
"Lepidium hirtum subsp. stylatum",5376904
"Lepidium latifolium",5376692
"Lepidium perfoliatum",5376816
"Lepidium ruderale",5376616
"Lepidium sativum",5376565
"Lepidium subulatum",5376536
"Lepidium vesicarium",5376936
"Lepidium virginicum",5376648
"Leptopyrum fumarioides",3925866
"Leptospermum scoparium",3181762
"Leucaena leucocephala",2970418
"Leucanthemella serotina",3088405
"Leucanthemopsis alpina",3122039
"Leucanthemopsis alpina subsp. minima",3122039
"Leucanthemopsis flaveola",9695405
"Leucanthemopsis pallida",3122044
"Leucanthemum atratum",8422562
"Leucanthemum coronopifolium",5400968
"Leucanthemum graminifolium",5400960
"Leucanthemum halleri",5400975
"Leucanthemum ircutianum",5401008
"Leucanthemum maximum",5401002
"Leucanthemum monspeliense",5400976
"Leucanthemum pallens",5400973
"Leucanthemum rotundifolium",5400956
"Leucanthemum sylvaticum",5400962
"Leucanthemum vulgare",8848598
"Leucojum aestivum",2860425
"Leucojum vernum",2860409
"Levisticum officinale",5371772
"Leycesteria formosa",2888579
"Leymus angustus",2706347
"Leymus arenarius",2706368
"Leymus chinensis",4134259
"Leymus condensatus",2706370
"Leymus mollis",2706373
"Leymus racemosus",2706374
"Leymus ramosus",4129814
"Leymus secalinus",2706346
"Libanotis pyrenaica subsp. pyrenaica",6027296
"Ligularia fischeri",5395398
"Ligularia macrophylla",5395531
"Ligularia sibirica",6445722
"Ligularia sichotensis",5395393
"Ligusticum lucidum",6027074
"Ligusticum scothicum",7318597
"Ligustrum henryi",3683253
"Ligustrum ibota",3172290
"Ligustrum japonicum",3172301
"Ligustrum lucidum",3172297
"Ligustrum obtusifolium",3172296
"Ligustrum ovalifolium",3172291
"Ligustrum sinense",3172294
"Ligustrum vulgare",3172300
"Lilium bulbiferum",2753079
"Lilium canadense",2753239
"Lilium candidum",2753090
"Lilium carniolicum",2753039
"Lilium longiflorum",2753336
"Lilium martagon",2753146
"Lilium speciosum",2753390
"Lilium × elegans",2753069
"Limbarda crithmoides",3088761
"Limnanthes alba",5334525
"Limnanthes douglasii",5334527
"Limoniastrum guyonianum",4089761
"Limoniastrum monopetalum",4088889
"Limonium algarvense",4088484
"Limonium angustebracteatum",7371618
"Limonium arboreum",7875825
"Limonium auriculae-ursifolium",7298201
"Limonium bellidifolium",4090205
"Limonium binervosum",9035514
"Limonium bonduellei",6713037
"Limonium brassicifolium subsp. macropterum",4089824
"Limonium bungei",8265423
"Limonium caesium",4089613
"Limonium cancellatum",7975221
"Limonium carnosum",4089296
"Limonium carpetanicum",4089163
"Limonium catalaunicum",4089081
"Limonium confusum",7755588
"Limonium cordatum",4088539
"Limonium coriarium",3082293
"Limonium cossonianum",7297983
"Limonium costae",4088366
"Limonium cymuliferum",4090774
"Limonium delicatulum",7298216
"Limonium densissimum",4090508
"Limonium dichotomum",4090448
"Limonium dodartii",7298186
"Limonium duriusculum",7419174
"Limonium echioides",4090024
"Limonium emarginatum",4089949
"Limonium girardianum",8076932
"Limonium gmelini",4089276
"Limonium graecum",7298063
"Limonium humile",4088825
"Limonium hungaricum",4088813
"Limonium insigne",4088635
"Limonium lobatum",8419208
"Limonium macrophyllum",4090334
"Limonium melitense",4090127
"Limonium minutum",8005493
"Limonium mouretii",5792471
"Limonium narbonense",4089594
"Limonium obtusifolium",4089362
"Limonium ovalifolium",7298058
"Limonium pectinatum",4088881
"Limonium pontium",4088583
"Limonium pruinosum",8104110
"Limonium ramosissimum",7136769
"Limonium sareptanum",8399691
"Limonium scoparium",4089965
"Limonium secundirameum",8225244
"Limonium sinuatum",3082297
"Limonium sinuatum subsp. beaumierianum",12353129
"Limonium supinum",4089324
"Limonium thiniense",4088982
"Limonium toletanum",4088883
"Limonium tomentellum",4088868
"Limonium tournefortii",4088841
"Limonium tuberculatum",4088702
"Limonium virgatum",7730625
"Limonium vulgare",3082322
"Limosella aquatica",3172211
"Linaria alpina",5560037
"Linaria angustissima",5415014
"Linaria arvensis",5562956
"Linaria biebersteinii subsp. ruthenica",7458113
"Linaria capraria",7434694
"Linaria corifolia",7842628
"Linaria cretacea",7551075
"Linaria dalmatica",5415011
"Linaria genistifolia",5415013
"Linaria genistifolia subsp. euxina",5415013
"Linaria genistifolia subsp. sofiana",5415013
"Linaria gharbensis",7737819
"Linaria grandiflora",7573748
"Linaria loeselii",8384512
"Linaria maroccana",5415016
"Linaria multicaulis subsp. heterophylla",8174586
"Linaria nivea",7533999
"Linaria odora",8361818
"Linaria pedunculata",8040450
"Linaria pelisseriana",7886077
"Linaria polygalifolia",7924706
"Linaria propinqua",8412616
"Linaria purpurea",5415012
"Linaria reflexa",8151790
"Linaria repens",5415019
"Linaria saxatilis",6033619
"Linaria simplex",8287616
"Linaria supina",5415009
"Linaria thymifolia",7623537
"Linaria triornithophora",7848321
"Linaria triphylla",5561322
"Linaria viscosa",7907350
"Linaria vulgaris",5415020
"Lindelofia longiflora",4066410
"Linnaea borealis",5334220
"Linum africanum",4048711
"Linum album",4048670
"Linum alpinum",8152305
"Linum austriacum",2873877
"Linum bienne",2873896
"Linum campanulatum",7734774
"Linum capitatum",8165087
"Linum catharticum",2873865
"Linum corymbulosum",4048809
"Linum extraaxillare",4049149
"Linum flavum",7293238
"Linum grandiflorum",2873926
"Linum hirsutum",7293186
"Linum maritimum",4048390
"Linum mucronatum",7379882
"Linum narbonense",4048802
"Linum nervosum",7293199
"Linum nodiflorum",7293197
"Linum perenne",2873878
"Linum pubescens",7731054
"Linum squamulosum subsp. collinum",9256437
"Linum strictum",7426242
"Linum tenue",4048383
"Linum tenuifolium",8069406
"Linum trigynum",2873874
"Linum usitatissimum",2873861
"Linum viscosum",4049081
"Lipandra polysperma",8273130
"Lippia dulcis",2925416
"Liquidambar orientalis",3152825
"Liquidambar styraciflua",3152824
"Liriodendron tulipifera",3152861
"Lisaea heterocarpa",5539156
"Litchi chinensis",3190002
"Lithodora fruticosa",5661164
"Lithospermum officinale",2926086
"Livistona australis",2733456
"Livistona chinensis",2733469
"Loasa tricolor",8094147
"Lobelia cardinalis",5408269
"Lobelia erinus",5408087
"Lobelia siphilitica",5409120
"Lobelia urens",5408353
"Lobularia canariensis",5373341
"Lobularia maritima",5373358
"Logfia gallica",11665063
"Logfia minima",3088922
"Lolium arundinaceum",2706231
"Lolium arundinaceum subsp. orientale",7766508
"Lolium canariense",4133347
"Lolium giganteum",8368313
"Lolium interruptum",10953406
"Lolium multiflorum",4129708
"Lolium perenne",2706241
"Lolium persicum",2706225
"Lolium pratense",2706237
"Lolium remotum",2706236
"Lolium rigidum",2706218
"Lolium subulatum",9231612
"Lolium temulentum",2706242
"Lolium × boucheanum",4133390
"Lolium × elongatum",10800064
"Lomatogonium rotatum",3170177
"Lomelosia argentea",4103441
"Lomelosia caucasica",4103351
"Lomelosia crenata",7301039
"Lomelosia graminifolia",7301028
"Lomelosia hispidula",4103211
"Lomelosia isetensis",4103181
"Lomelosia micrantha",4103136
"Lomelosia palaestina",4934473
"Lomelosia rotata",4102974
"Lomelosia stellata",4102909
"Lonicera alpigena",6369729
"Lonicera angustifolia",7856895
"Lonicera biflora",5598704
"Lonicera caerulea",5334269
"Lonicera caerulea subsp. pallasii",5334269
"Lonicera caprifolium",5334227
"Lonicera caucasica",7272746
"Lonicera caucasica subsp. orientalis",5599201
"Lonicera chrysantha",8242349
"Lonicera etrusca",5334247
"Lonicera flava",5334229
"Lonicera fragrantissima",5334268
"Lonicera gracilipes",5598552
"Lonicera iberica",5599098
"Lonicera implexa",7272699
"Lonicera involucrata",5334253
"Lonicera involucrata var. ledebourii",5334253
"Lonicera japonica",5334240
"Lonicera ligustrina var. pileata",7272588
"Lonicera ligustrina var. yunnanensis",7272588
"Lonicera maackii",7902463
"Lonicera morrowii",5334275
"Lonicera nigra",7768870
"Lonicera periclymenum",5334277
"Lonicera periclymenum subsp. hispanica",5334277
"Lonicera pyrenaica",8883282
"Lonicera rupicola",7272550
"Lonicera ruprechtiana",5334254
"Lonicera sempervirens",5334239
"Lonicera tatarica",5334242
"Lonicera trichosantha",7272686
"Lonicera webbiana",7272607
"Lonicera xylosteum",5334259
"Lopezia racemosa",7161168
"Lophiolepis adunca",12176522
"Lophiolepis amani",12259495
"Lophiolepis arachnoidea",12222359
"Lophiolepis baytopae",12266131
"Lophiolepis boujartii",12227581
"Lophiolepis bracteosa",12212304
"Lophiolepis ciliata",12195993
"Lophiolepis decussata",12240574
"Lophiolepis echinata",12208379
"Lophiolepis eriophora",12171609
"Lophiolepis ferox",12218806
"Lophiolepis furiens",12229844
"Lophiolepis haussknechtii",12265750
"Lophiolepis laniflora",12212782
"Lophiolepis lappacea subsp. anatolica",12216361
"Lophiolepis lappacea subsp. lappacea",12176989
"Lophiolepis odontolepis",12236161
"Lophiolepis phyllocephala",12174549
"Lophiolepis richteriana",12211192
"Lophiolepis scabra",12201460
"Lophiolepis serrulata",12187931
"Lophiolepis sorocephala",12215286
"Lophiolepis ukranica",12260675
"Loranthus europaeus",5639535
"Lotus alpinus",5356917
"Lotus angustissimus",5356931
"Lotus arabicus",5356903
"Lotus arenarius",5356814
"Lotus assakensis",5356992
"Lotus berthelotii",5356822
"Lotus campylocladus",5356890
"Lotus campylocladus subsp. hillebrandii",5356890
"Lotus corniculatus",5357013
"Lotus creticus",5356939
"Lotus cytisoides",5356937
"Lotus dorycnium",5632022
"Lotus edulis",5356908
"Lotus emeroides",5356838
"Lotus fulgurans",5631994
"Lotus gebelia",5356817
"Lotus germanicus",7450947
"Lotus glaucus",7792540
"Lotus glinoides",5356852
"Lotus graecus",5354802
"Lotus halophilus",5357005
"Lotus herbaceus",7815140
"Lotus hirsutus",5354799
"Lotus jolyi",5356824
"Lotus jordanii",9567879
"Lotus lancerottensis",5357010
"Lotus longisiliquosus",7820973
"Lotus maritimus",5356973
"Lotus maroccanus",5356949
"Lotus ornithopodioides",5357035
"Lotus palustris",5356941
"Lotus parviflorus",5356892
"Lotus pedunculatus",5356854
"Lotus peregrinus",5356819
"Lotus purpureus",5356837
"Lotus rectus",5354797
"Lotus sessilifolius",5356968
"Lotus subbiflorus",5356841
"Lotus tenuis",7515045
"Lotus tetragonolobus",5356862
"Ludwigia grandiflora",5421039
"Luffa aegyptiaca",2874599
"Luma apiculata",5420309
"Lunaria annua",5373324
"Lunaria annua subsp. pachyrrhiza",5373324
"Lunaria rediviva",5373322
"Lupinus albus",2964167
"Lupinus angustifolius",2964025
"Lupinus arboreus",2963807
"Lupinus arcticus",2964200
"Lupinus cosentinii",2963937
"Lupinus digitatus",2963865
"Lupinus ehrenbergii var. ehrenbergii",7275375
"Lupinus elegans",2963885
"Lupinus gussoneanus",3972042
"Lupinus hispanicus",2964255
"Lupinus luteus",2963817
"Lupinus mutabilis",2964711
"Lupinus nanus",2964223
"Lupinus nootkatensis",2964525
"Lupinus perennis",2964435
"Lupinus pilosus",2964596
"Lupinus polyphyllus",2964355
"Lupinus succulentus",2964314
"Luronium natans",2864775
"Luzula alpinopilosa",2700948
"Luzula arcuata",2700785
"Luzula campestris",2700828
"Luzula confusa",2700726
"Luzula forsteri",2700706
"Luzula glabrata",2701001
"Luzula lactea",2700673
"Luzula luzulina",7893447
"Luzula luzuloides",2700874
"Luzula multiflora",2700934
"Luzula multiflora subsp. frigida",2700934
"Luzula nivalis",2700680
"Luzula nivea",2700768
"Luzula nodulosa",2700882
"Luzula pilosa",2700736
"Luzula plumosa",2700638
"Luzula spicata",2700795
"Luzula sudetica",2700802
"Luzula sylvatica",2700859
"Luzula sylvatica subsp. sieberi",2700859
"Luzula wahlenbergii",2700974
"Lycium afrum",3798497
"Lycium barbarum",2928835
"Lycium chilense",7299315
"Lycium chinense",2928809
"Lycium depressum",6402165
"Lycium europaeum",3797421
"Lycium intricatum",3796884
"Lycium ruthenicum",3802772
"Lycium shawii",7300058
"Lycopodium annotinum",2688369
"Lycopodium dubium",2688374
"Lycopus europaeus",5341478
"Lycopus exaltatus",5605751
"Lygeum spartum",2704651
"Lysimachia arvensis",8184903
"Lysimachia clethroides",3169331
"Lysimachia europaea",8272844
"Lysimachia foemina",8368021
"Lysimachia maritima",4007442
"Lysimachia minima",7939955
"Lysimachia nemorum",7702019
"Lysimachia nummularia",3169379
"Lysimachia punctata",3169340
"Lysimachia thyrsiflora",3169358
"Lysimachia vulgaris",3169386
"Lythrum acutangulum",3989886
"Lythrum borysthenicum",7892122
"Lythrum hyssopifolia",3188747
"Lythrum junceum",3988701
"Lythrum portula",3188743
"Lythrum salicaria",3188736
"Lythrum tribracteatum",3188749
"Lythrum virgatum",3188735
"Lythrum volgense",3989443
"Mackaya bella",5574043
"Macleaya cordata",5334194
"Macleaya microcarpa",5530747
"Maclura pomifera",2984580
"Macrochloa tenacissima",4127897
"Magnolia acuminata",3153837
"Magnolia cylindrica",3153821
"Magnolia grandiflora",9605163
"Magnolia kobus",3153260
"Magnolia liliiflora",3153228
"Magnolia macrophylla",3153783
"Magnolia stellata",3153912
"Magnolia virginiana",3153639
"Magnolia × soulangeana",7925303
"Magydaris panacifolia",3632658
"Magydaris pastinacea",6026630
"Maianthemum bifolium",2769317
"Maireana ciliata",3755956
"Malcolmia flexuosa",5373160
"Malcolmia maritima",5373124
"Malcolmia orsiniana subsp. angulifolia",5373195
"Malope malacoides",7278926
"Malope trifida",3935421
"Malus asiatica",3001132
"Malus baccata",3001362
"Malus coronaria",3001166
"Malus domestica",3001244
"Malus fusca",3001080
"Malus halliana",3001220
"Malus mandshurica",4272229
"Malus orientalis",3001430
"Malus prunifolia",3001157
"Malus rockii",3001263
"Malus sikkimensis",3001344
"Malus spectabilis",3001108
"Malus sylvestris",3001509
"Malus toringo",7848132
"Malus toringoides",3001587
"Malus trilobata",3001350
"Malus × floribunda",3001365
"Malus × zumi",3001536
"Malva acerifolia",7778178
"Malva aegyptia",7278899
"Malva alcea",3152365
"Malva arborea",3935079
"Malva cretica",8109348
"Malva durieui",3934423
"Malva hispanica",3934052
"Malva longiflora",7931915
"Malva lusitanica",8124382
"Malva moschata",3152379
"Malva multiflora",3933415
"Malva neglecta",3152373
"Malva nicaeensis",3152367
"Malva olbia",3933289
"Malva oxyloba",3933220
"Malva parviflora",3152378
"Malva phoenicea",3933072
"Malva punctata",3940960
"Malva pusilla",3152372
"Malva setigera",3940638
"Malva stenopetala",7915776
"Malva stipulacea",3940577
"Malva subovata",7279633
"Malva sylvestris",3152374
"Malva thuringiaca",3940423
"Malva tournefortiana",3940394
"Malva trimestris",3940326
"Malva unguiculata",3940276
"Malva verticillata",3152377
"Malvaviscus penduliflorus",3152776
"Malvella sherardiana",3936886
"Mandragora autumnalis",5341750
"Mandragora officinarum",5341748
"Mangifera indica",3190638
"Manilkara zapota",2885158
"Mantisalca duriaei",3141562
"Mantisalca salmantica",3141571
"Mantisalca spinulosa",9634720
"Marcetella maderensis",3024897
"Marcetella moquiniana",3024898
"Marcus-kochia littorea",11046740
"Marrubium alysson",3882151
"Marrubium astracanicum",7545546
"Marrubium cuneatum",3881855
"Marrubium globosum",3881740
"Marrubium incanum",3881638
"Marrubium leonuroides",3881556
"Marrubium parviflorum",7309601
"Marrubium peregrinum",3905970
"Marrubium pestalozzae",3905956
"Marrubium propinquum",3905898
"Marrubium supinum",8030513
"Marrubium trachyticum",3905718
"Marrubium vulgare",2927069
"Marsilea quadrifolia",5274875
"Marsilea strigosa",5613324
"Matricaria aurea",3103817
"Matricaria chamomilla",8370958
"Matricaria discoidea",3103791
"Matthiola fragrans",5377476
"Matthiola fruticulosa",5377429
"Matthiola incana",5377378
"Matthiola longipetala",5377395
"Matthiola longipetala subsp. bicornis",5377395
"Matthiola lunata",5377345
"Matthiola odoratissima",5377317
"Matthiola perennis",5377338
"Matthiola sinuata",5377368
"Matthiola tricuspidata",5377330
"Maurandya scandens",8132535
"Mauranthemum paludosum",3096529
"Meconopsis betonicifolia",3601145
"Medicago arabica",2965527
"Medicago arborea",2965379
"Medicago carstiensis",2965232
"Medicago ciliaris",7373959
"Medicago coronata",2965505
"Medicago cretacea",2965500
"Medicago disciformis",2965208
"Medicago doliata",2965459
"Medicago falcata",2965354
"Medicago fischeriana",2965233
"Medicago granadensis",2965385
"Medicago hybrida",2965316
"Medicago intertexta",2965405
"Medicago laciniata",2965221
"Medicago littoralis",2965485
"Medicago lupulina",2965201
"Medicago marina",2965395
"Medicago medicaginoides",2965272
"Medicago minima",8073758
"Medicago monantha",2965226
"Medicago monspeliaca",2965434
"Medicago murex",2965209
"Medicago muricoleptis",2965306
"Medicago orbicularis",2965299
"Medicago papillosa",2965466
"Medicago polymorpha",2965531
"Medicago praecox",2965419
"Medicago prostrata",2965287
"Medicago radiata",2965388
"Medicago rigida",2965296
"Medicago rigidula",2965438
"Medicago rotata",2965314
"Medicago rugosa",2965584
"Medicago sativa",9151957
"Medicago sativa subsp. glomerata",9151957
"Medicago saxatilis",2965308
"Medicago scutellata",2965397
"Medicago suffruticosa",2965415
"Medicago suffruticosa subsp. leiocarpa",2965415
"Medicago tornata",2965250
"Medicago truncatula",2965280
"Medicago turbinata",2965461
"Medicago × varia",2965331
"Meehania urticifolia",7309502
"Megathyrsus maximus",4108550
"Melampyrum arvense",7331741
"Melampyrum barbatum",8199006
"Melampyrum bihariense",3725945
"Melampyrum caucasicum",3725842
"Melampyrum chlorostachyum",3725823
"Melampyrum cristatum",3725765
"Melampyrum nemorosum",7331666
"Melampyrum polonicum",7331663
"Melampyrum pratense",7693914
"Melampyrum saxosum",3725032
"Melampyrum sylvaticum",7331633
"Melanocalyx uniflora",10987135
"Melia azedarach",5914287
"Melica ciliata",2703124
"Melica minuta",4119222
"Melica nutans",4118973
"Melica persica",4118548
"Melica picta",4116914
"Melica transsilvanica",4125291
"Melica uniflora",4116392
"Melilotus albus",2971095
"Melilotus altissimus",2971042
"Melilotus dentatus",8349589
"Melilotus elegans",2971036
"Melilotus indicus",2971016
"Melilotus infestus",2971033
"Melilotus italicus",2971064
"Melilotus neapolitanus",2971074
"Melilotus officinalis",8193111
"Melilotus segetalis",2971032
"Melilotus siculus",10773250
"Melilotus sulcatus",2971112
"Melilotus wolgicus",2971068
"Melissa officinalis",5341501
"Melittis melissophyllum",8105693
"Melittis melissophyllum subsp. albida",8105693
"Memoremea scorpioides",9151187
"Mentha aquatica",2927208
"Mentha arvensis",2927192
"Mentha cervina",3902360
"Mentha longifolia",7510173
"Mentha longifolia subsp. longifolia",7510173
"Mentha longifolia subsp. typhoides",7510173
"Mentha pulegium",2927189
"Mentha requienii",2927174
"Mentha spicata",2927175
"Mentha suaveolens",2927190
"Mentha suaveolens subsp. suaveolens",2927190
"Mentha × dalmatica",7309134
"Mentha × dumetorum",2927181
"Mentha × piperita",8707933
"Mentha × rotundifolia",8974899
"Mentha × verticillata",8172952
"Mentha × villosa",8004895
"Mentha × villosa-nervata",7740342
"Mentzelia lindleyi",5331414
"Menyanthes trifoliata",5341511
"Mercurialis annua",3062975
"Mercurialis ovata",3063010
"Mercurialis perennis",3063016
"Mercurialis tomentosa",3062973
"Mertensia maritima",5341246
"Mertensia virginica",5341242
"Mesembryanthemum cordifolium",8185812
"Mesembryanthemum crystallinum",3084839
"Mesembryanthemum nodiflorum",3084837
"Mesostemma dichotomum",12256707
"Meum athamanticum",6026490
"Mibora minima",2705682
"Michauxia campanuloides",5407630
"Michauxia laevigata",5407626
"Michauxia tchihatcheffii",5407628
"Micranthes hieraciifolia",5567671
"Micranthes nelsoniana",7177586
"Micranthes nivalis",5939583
"Micranthes stellaris",5567578
"Micranthes stellaris subsp. robusta",5567578
"Micranthes tenuis",5567575
"Micromeria cristata",7307169
"Micromeria douglasii",5606562
"Micromeria ericifolia",7449131
"Micromeria ericifolia var. ericifolia",11772512
"Micromeria graeca",7521321
"Micromeria hierrensis",9430917
"Micromeria juliana",7774615
"Micromeria marginata",5606304
"Micromeria teneriffae",8063081
"Micromeria tenuis",7306857
"Micromeria tenuis subsp. linkii",5606028
"Milium effusum",2706196
"Minuartia adenotricha",3807553
"Minuartia anatolica",7267801
"Minuartia globulosa",3813069
"Minuartia hamata",3812929
"Minuartia hirsuta subsp. frutescens",7991376
"Minuartia meyeri",3812294
"Minuartia recurva",7267522
"Minuartia recurva subsp. condensata",3811543
"Minuartia rostrata",3811431
"Minuartia setacea",7267480
"Mirabilis jalapa",3086240
"Misopates orontium",3171145
"Moehringia bavarica",8041740
"Moehringia ciliata",3810607
"Moehringia diversifolia",3810571
"Moehringia glaucovirens",3810508
"Moehringia lateriflora",3085371
"Moehringia muscosa",7267358
"Moehringia pentandra",3810293
"Moehringia trinervia",3085370
"Moenchia erecta",7841283
"Moenchia mantica",8237138
"Molinia arundinacea",4121791
"Molinia caerulea",5289877
"Molopospermum peleponnesiacum",9793492
"Moltkia aurea",5661791
"Moluccella laevis",2926881
"Momordica balsamina",2874582
"Momordica charantia",2874581
"Monanthes laxiflora",7333987
"Monarda citriodora",5341423
"Monarda didyma",5341407
"Monarda fistulosa",5341411
"Monarda punctata",5341413
"Monarda russeliana",5341408
"Moneses uniflora",2888298
"Monotropa hypopitys",8249145
"Monstera deliciosa",2868241
"Montia fontana",9004024
"Montia fontana subsp. minor",9004024
"Moraea sisyrinchium",2744255
"Moricandia arvensis",5376035
"Moricandia moricandioides",5376026
"Morina kokanica",7371709
"Morina longifolia",8376167
"Morina persica",5569005
"Morisia monanthos",5375716
"Morus alba",5361889
"Morus nigra",5361888
"Morus rubra",5361886
"Moscharia pinnatifida",5386277
"Muehlenbeckia platyclada",8160440
"Mummenhoffia alliacea",10944522
"Murbeckiella pinnatifida",3048749
"Murbeckiella zanonii",3048735
"Musa acuminata",2762680
"Musa textilis",2762907
"Musa × paradisiaca",2762752
"Muscari armeniacum",8152187
"Muscari aucheri",2772206
"Muscari botryoides",2772094
"Muscari comosum",2769204
"Muscari longipes",2769146
"Muscari neglectum",2772020
"Muscari parviflorum",2772164
"Muscari tenuiflorum",2769256
"Muscarimia muscari",2772013
"Musschia isambertoi",3164482
"Mutarda allionii",3042984
"Mutarda arvensis",3042984
"Mutarda carinata",3042984
"Mutarda nigra",3042667
"Mutellina purpurea",3629113
"Myagrum perfoliatum",3047811
"Myoporum acuminatum",7335199
"Myoporum laetum",3172657
"Myoporum tenuifolium",7335194
"Myosotis alpestris",5341187
"Myosotis alpestris subsp. suaveolens",5661626
"Myosotis arvensis",5341170
"Myosotis decumbens",7295092
"Myosotis discolor",5341177
"Myosotis discolor subsp. canariensis",8331868
"Myosotis discolor subsp. discolor",7295086
"Myosotis latifolia",5341183
"Myosotis laxa",12186874
"Myosotis laxa subsp. baltica",12186874
"Myosotis laxa subsp. cespitosa",12186874
"Myosotis nemorosa",7730039
"Myosotis ramosissima",7589756
"Myosotis scorpioides",5341184
"Myosotis soleirolii",5660712
"Myosotis sparsiflora",7814874
"Myosotis stricta",5341190
"Myosotis sylvatica",5341175
"Myosotis sylvatica subsp. sylvatica",5341175
"Myrica faya",5414211
"Myrica gale",5414202
"Myricaria davurica",3612915
"Myricaria germanica",12193726
"Myriolimon diffusum",4090566
"Myriolimon ferulaceum",4090555
"Myriophyllum heterophyllum",5361762
"Myriophyllum quitense",5361788
"Myriophyllum spicatum",5361760
"Myriophyllum verticillatum",5361779
"Myrrhis odorata",3034681
"Myrsine africana",7331120
"Myrtus communis",3180085
"Nandina domestica",5371712
"Nanorrhinum sagittatum",9323450
"Nanorrhinum scoparium",9262749
"Narcissus dubius",2859205
"Narcissus jonquilla",2858909
"Narcissus poeticus",2858581
"Narcissus poeticus subsp. radiiflorus",2858581
"Narcissus poeticus subsp. verbanensis",2858581
"Narcissus pseudonarcissus",2858244
"Narcissus rupicola",2858821
"Narcissus tazetta",2858963
"Narcissus triandrus",2858501
"Narcissus triandrus subsp. triandrus",2858501
"Narcissus × medioluteus",2858896
"Narcissus × odorus",2858472
"Nardus stricta",2702717
"Narthecium ossifragum",5602614
"Nasa triphylla",7289787
"Nassella viridula",5289830
"Nasturtium microphyllum",9184619
"Nasturtium officinale",7701037
"Neatostema apulum",4061000
"Neltuma juliflora",2970805
"Nemesia strumosa",5414643
"Nemesia versicolor",5563031
"Nemophila menziesii",2928026
"Neogaya simplex",3628911
"Neotinea ustulata",2812375
"Neotrinia splendens",10088756
"Neottia nidus-avis",2816176
"Neottia ovata",2816250
"Nepeta agrestis",5607587
"Nepeta apuleji",5610784
"Nepeta cataria",5341499
"Nepeta glomerata",7469685
"Nepeta grandiflora",5341498
"Nepeta hispanica",5610447
"Nepeta hispanica subsp. hispanica",7879279
"Nepeta italica",7309187
"Nepeta italica subsp. troodi",5610398
"Nepeta latifolia",7309151
"Nepeta melissifolia",5610216
"Nepeta nepetella",7309064
"Nepeta nepetella subsp. aragonensis",7309064
"Nepeta nepetella subsp. murcica",7309064
"Nepeta nuda",7309059
"Nepeta nuda subsp. albiflora",7309059
"Nepeta parnassica",5609993
"Nepeta racemosa",5341497
"Nepeta sibirica",7540389
"Nepeta spruneri",5609652
"Nepeta tuberosa",7308812
"Nepeta ucranica",7308802
"Nepeta ucranica subsp. parviflora",5609498
"Nephrolepis exaltata",2650927
"Nerium oleander",3169756
"Neslia paniculata",9040863
"Nicandra physalodes",5341754
"Nicotiana alata",2928761
"Nicotiana glauca",2928783
"Nicotiana rustica",2928775
"Nicotiana sylvestris",2928767
"Nicotiana tabacum",2928774
"Nidorella ivifolia",9256235
"Nierembergia linariifolia var. linariifolia",7299428
"Nigella arvensis",7278276
"Nigella ciliaris",5616706
"Nigella damascena",5371702
"Nigella hispanica",5371701
"Nigella nigellastrum",5616669
"Nigella orientalis",5616666
"Nigella sativa",5371700
"Nitraria schoberi",6384826
"Noaea mucronata",6035828
